时间,城市,音乐剧,卡司,剧院
2025-02-22 19:30,上海,正常营业,宇柏:王书琦 阿然:高品 Lucas:巴文豪 黑子:刘明明 汪达富:孙义清,星空间819号·一碗面剧场
2025-02-22 19:30,北京,一仆二主,特鲁法尔金诺:刘思杰 彼阿特利切:刘珂馨 弗罗林多:郭禹良 克拉里切:曲冠琳 西里维厄:廖乐夫,时间剧场TIME THEATRE
2025-02-22 19:30,成都,辛吉路的画材店,卡路:陈思霖 塞修:廖城志 辛吉:王世鑫,兜兜米新空间
2025-02-22 19:30,广州,阿波罗尼亚,Richard:李苏霖 Oscar:曾鑫 Stevie:李坤嘉,阿波罗尼亚·广州馆
2025-02-22 19:30,广州,桑塔露琪亚,Stevie:曾阵 Chi Chi:陈政宇 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-02-22 19:30,广州,长腿叔叔,Jervis:高杨 Jerusha:张会芳,广州蓓蕾剧院
2025-02-22 19:30,武汉,FLAMES火焰,梅瑞狄斯:秦宇星 爱德蒙:刘秫呈 埃里克:周靖杰,武汉剧院武演新空间
2025-02-22 19:30,武汉,第十四个子夜,漫画家:文振宇 花花:郑婉霞 冯辛:王皓,然也环境剧场
2025-02-22 19:30,南京,FLAMES火焰,梅瑞狄斯:杭筱玥 爱德蒙:薛钦元 埃里克:刘子赫,优剧场 YO!THEATER
2025-02-22 19:30,南京,隐婚男女,张静宜:郭晨晨 崔民国:姜呈洋 Tony:陈旭茂 Kelvin:陈博翰,布洛幕小剧场
2025-02-22 19:30,南京,命运之上,Johnny:郭泽学 Shirley:强东玥 路西法:王瑞 拉斐尔:段淑曦,剧魅空间命运之上剧场
2025-02-22 19:30,杭州,周生如故,周生辰:张泽 漼时宜:陈玉婷 刘子行:毛二 戚太后:黎宛曈 漼广:车鸣笛 漼风:张艺 幸华公主:毛珏懿 先帝亡灵:李子涵 大师姐:强雯,杭州金沙湖大剧院
2025-02-22 19:30,杭州,茶无此人,石头:赵辰睿 吴名士:潘龙 洪瑛:张梦嫣 江鱼儿:李怡垚 黄九良:陈卓 范泰:方敬萱,茶无此人 · 一台好戏小剧场
2025-02-22 19:30,绵阳,将进酒,,江油大剧院大剧场
2025-02-23 14:00,南京,醉后赢家,,开心麻花老门东沉浸剧场
2025-02-23 14:30,上海,致爱,艾丽莎:杜鑫艳 付平安:张博俊,亚洲大厦·星空间黑匣子
2025-02-23 14:30,上海,嗜血博士,爱德华:沈育奇 乔纳森:钱蒙楠 玛莎:洪果,星空间1023号·涵金小剧场
2025-02-23 14:30,上海,阿尔托，梵高,阿尔托:臧鲁滨 梵高:施博威 博士:张梁,星空间17号·NFP小剧场
2025-02-23 14:30,上海,#0528,Eggy:温升宝 Brandon:于滨嘉 Doris:李珏,星空间28号·好好有戏小剧场
2025-02-23 14:30,上海,危险游戏,内森:白倬铭 理查德:王敏辉,上海共舞台
2025-02-23 14:30,上海,梦微之,白居易:余镇鳌 元稹:赵洪博,星空间33号 鲸·剧场
2025-02-23 14:30,上海,时光代理人,程小时:姜义哲 陆光:李玉言 乔苓:钱安琪 林贞/陈潇妈:沈恬 陈潇/陆鸿斌:智博闻,时光剧场
2025-02-23 14:30,上海,疯子与赞美诗,疯子:乌丽雅苏 李默:左一平,星空间111号·墨剧场
2025-02-23 14:30,上海,狂炎奏鸣曲,J:高雨晨 S:郑艺彬 K:祝颂皓,星空间·星空穹顶剧场
2025-02-23 14:30,上海,怪物,里奥:黄浦申 韦恩:万钰彬,星空间18号·谜剧场
2025-02-23 14:30,上海,末日迷途,海曼:徐佳文 威廉:顾易 贝拉:罗玉玲 阿曼达:蔡馨怡,星空间8808号·涵金剧场
2025-02-23 14:30,上海,OZ,俊一:栾靖宇 铁皮:郭之阳 MAX:肖笛 BUTTON:刘子赫,星空间20号·MOriginal Box
2025-02-23 14:30,上海,她对此感到厌烦,莉莉丝:杜钇樵 辛西娅:孙乐仟 多琳:胥子含 罗纳德:王竞琦 国王:蒋依敏,黄浦剧场小剧场
2025-02-23 14:30,上海,正常营业,宇柏:施天玮 阿然:王桓 Lucas:巴文豪 黑子:邵斌 汪达富:刘洪书,星空间819号·一碗面剧场
2025-02-23 14:30,广州,阿波罗尼亚,Richard:李苏霖 Oscar:赵嘉恒 Stevie:邓欣锐,阿波罗尼亚·广州馆
2025-02-23 14:30,广州,桑塔露琪亚,Stevie:曾阵 Chi Chi:陈政宇 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-02-23 14:30,广州,辛吉路的画材店,卡路:王富有 塞修:李俊杰 辛吉:杜牧,好好有戏小剧场
2025-02-23 14:30,南京,FLAMES火焰,梅瑞狄斯:杭筱玥 爱德蒙:薛钦元 埃里克:王瑞,优剧场 YO!THEATER
2025-02-23 14:30,南京,命运之上,Johnny:郭泽学 Shirley:俞嘉悦 路西法:翟李朔天 拉斐尔:周艺聪,剧魅空间命运之上剧场
2025-02-23 14:30,杭州,茶无此人,石头:胡志勋 吴名士:陈韬 洪瑛:刘羿含 江鱼儿:王晶琬 黄九良:陈卓 范泰:龚泽镪,茶无此人 · 一台好戏小剧场
2025-02-23 15:00,成都,辛吉路的画材店,卡路:陈思霖 塞修:廖城志 辛吉:赵奕然,兜兜米新空间
2025-02-23 15:00,武汉,FLAMES火焰,梅瑞狄斯:秦宇星 爱德蒙:刘秫呈 埃里克:曾鑫,武汉剧院武演新空间
2025-02-23 15:00,南京,隐婚男女,张静宜:陈茜雅 崔民国:褚威 Tony:陈旭茂 Kelvin:卓忠贤,布洛幕小剧场
2025-02-23 17:00,上海,LIZZIE丽兹,LIZZIE:叶嘉雯 EMMA:李彤 BRIDGET:王明怡 ALICE:林润欣,星空间11号·MOriginal Box
2025-02-23 17:00,上海,被忽略的姓名,李江鸥:袁泽智 李江鸥:胡格畅,星空间3号·MOriginal Box
2025-02-23 19:30,上海,阿波罗尼亚,Richard:陈科铭 Oscar:朱亚洲 Stevie:曹牧之,星空间1号·一台好戏小剧场
2025-02-23 19:30,上海,桑塔露琪亚,Stevie:巴文豪 Chi Chi:姜崃 Sonny Boy:朱亮,星空间6号·一台好戏小剧场
2025-02-23 19:30,上海,辛吉路的画材店,卡路:朱羿达 塞修:于滨嘉 辛吉:施博威,星空间2号·好好有戏剧场
2025-02-23 19:30,上海,嗜血博士,爱德华:相征 乔纳森:田野 玛莎:钱安琪,星空间1023号·涵金小剧场
2025-02-23 19:30,上海,#0528,Eggy:姜义哲 Brandon:徐步超 Doris:刘瀚聪,星空间28号·好好有戏小剧场
2025-02-23 19:30,上海,危险游戏,内森:赵钱龙 理查德:徐泽辉,上海共舞台
2025-02-23 19:30,上海,梦微之,白居易:沈育奇 元稹:许昌泰,星空间33号 鲸·剧场
2025-02-23 19:30,上海,时光代理人,程小时:蔡淇 陆光:杜光祎 乔苓:左一平 林贞/陈潇妈:朱佳艳 陈潇/陆鸿斌:周波,时光剧场
2025-02-23 19:30,上海,狂炎奏鸣曲,J:赵凡嘉 S:王瀚宇 K:翟松,星空间·星空穹顶剧场
2025-02-23 19:30,上海,怪物,里奥:蓝浩 韦恩:孙一城,星空间18号·谜剧场
2025-02-23 19:30,上海,末日迷途,海曼:夏阳 威廉:钟嘉诚 贝拉:邓贤凌 阿曼达:赵雨卉,星空间8808号·涵金剧场
2025-02-23 19:30,上海,决斗,天天:陈楷 飞龙:李存贤 醉仙:刘官卫 猛刀:张琛,Fun剧场
2025-02-23 19:30,上海,去你的夏天,游亦:李政绪 小松:张家祺 小伟:陈志,星空间8号·一台好戏方寸剧场
2025-02-23 19:30,上海,她对此感到厌烦,莉莉丝:丁辰西 辛西娅:党韫葳 多琳:陈玉婷 罗纳德:韩冰儿 国王:王珏语涵,黄浦剧场小剧场
2025-02-23 19:30,杭州,茶无此人,石头:赵辰睿 吴名士:陈韬 洪瑛:张梦嫣 江鱼儿:安吉儿 黄九良:陈卓 范泰:方敬萱,茶无此人 · 一台好戏小剧场
2025-02-24 19:30,上海,辛吉路的画材店,卡路:温升宝 塞修:姜义哲 辛吉:顾易,星空间2号·好好有戏剧场
2025-02-24 19:30,上海,时光代理人,程小时:白倬铭 陆光:杜光祎 乔苓:邓贤凌 林贞/陈潇妈:朱佳艳 陈潇/陆鸿斌:周波,时光剧场
2025-02-24 19:30,上海,决斗,天天:余镇鳌 飞龙:宋凯文 醉仙:刘官卫 猛刀:叶宇锋,Fun剧场
2025-02-25 19:30,上海,致爱,艾丽莎:王洁璐 付平安:白倬铭,亚洲大厦·星空间黑匣子
2025-02-25 19:30,上海,危险游戏,内森:毛二 理查德:赵伟钢,上海共舞台
2025-02-25 19:30,上海,狂炎奏鸣曲,J:张智涵 S:王瀚宇 K:翟松,星空间·星空穹顶剧场
2025-02-25 19:30,上海,怪物,里奥:陈诗 韦恩:邵立君,星空间18号·谜剧场
2025-02-25 19:30,上海,末日迷途,海曼:叶宇锋 威廉:余镇鳌 贝拉:徐蜜聪 阿曼达:洪果,星空间8808号·涵金剧场
2025-02-25 19:30,苏州,花开河西巷,姚站长:王珊珊 陈晓江:王天一 上官夭夭:陆涵艺 启明:唐羽 徐美凤:王婉佳 刘文强:杨佑晟,苏州开明大戏院大剧场
2025-02-26 19:00,南京,醉后赢家,,开心麻花老门东沉浸剧场
2025-02-26 19:30,上海,阿波罗尼亚,Richard:陈科铭 Oscar:李政绪 Stevie:李玉言,星空间1号·一台好戏小剧场
2025-02-26 19:30,上海,桑塔露琪亚,Stevie:巴文豪 Chi Chi:姜崃 Sonny Boy:朱亮,星空间6号·一台好戏小剧场
2025-02-26 19:30,上海,致爱,艾丽莎:周文嘉 付平安:赵嘉豪,亚洲大厦·星空间黑匣子
2025-02-26 19:30,上海,辛吉路的画材店,卡路:赵钱龙 塞修:牛博为 辛吉:王颢珏,星空间2号·好好有戏剧场
2025-02-26 19:30,上海,#0528,Eggy:姜义哲 Brandon:林大钦 Doris:施博威,星空间28号·好好有戏小剧场
2025-02-26 19:30,上海,危险游戏,内森:白倬铭 理查德:王敏辉,上海共舞台
2025-02-26 19:30,上海,疯子与赞美诗,疯子:张铎 李默:周一男,星空间111号·墨剧场
2025-02-26 19:30,上海,狂炎奏鸣曲,J:高雨晨 S:钟嘉诚 K:祝颂皓,星空间·星空穹顶剧场
2025-02-26 19:30,上海,决斗,天天:陈楷 飞龙:刘一谷 醉仙:傅祥安 猛刀:张琛,Fun剧场
2025-02-26 19:30,上海,去你的夏天,游亦:邵奕磊 小松:高尔金宝音 小伟:陈志,星空间8号·一台好戏方寸剧场
2025-02-26 19:30,杭州,茶无此人,石头:元佳辰 吴名士:陈韬 洪瑛:王晶琬 江鱼儿:安吉儿 黄九良:陈卓 范泰:方敬萱,茶无此人 · 一台好戏小剧场
2025-02-27 19:00,南京,醉后赢家,,开心麻花老门东沉浸剧场
2025-02-27 19:30,上海,阿波罗尼亚,Richard:朱亮 Oscar:朱亚洲 Stevie:陈楷,星空间1号·一台好戏小剧场
2025-02-27 19:30,上海,桑塔露琪亚,Stevie:牛博为 Chi Chi:李玉言 Sonny Boy:陈科铭,星空间6号·一台好戏小剧场
2025-02-27 19:30,上海,致爱,艾丽莎:李梓溪 付平安:林大钦,亚洲大厦·星空间黑匣子
2025-02-27 19:30,上海,#0528,Eggy:温升宝 Brandon:吴志军 Doris:徐杭,星空间28号·好好有戏小剧场
2025-02-27 19:30,上海,危险游戏,内森:邵立君 理查德:钟嘉诚,上海共舞台
2025-02-27 19:30,上海,梦微之,白居易:余镇鳌 元稹:许昌泰,星空间33号 鲸·剧场
2025-02-27 19:30,上海,狂炎奏鸣曲,J:张智涵 S:郭亢 K:倪晔,星空间·星空穹顶剧场
2025-02-27 19:30,上海,怪物,里奥:徐佳文 韦恩:王瑞,星空间18号·谜剧场
2025-02-27 19:30,上海,去你的夏天,游亦:陈诗 小松:张家祺 小伟:陈志,星空间8号·一台好戏方寸剧场
2025-02-27 19:30,广州,阿波罗尼亚,Richard:李苏霖 Oscar:曾鑫 Stevie:杜牧,阿波罗尼亚·广州馆
2025-02-28 19:30,上海,阿波罗尼亚,Richard:施博威 Oscar:朱亚洲 Stevie:陈楷,星空间1号·一台好戏小剧场
2025-02-28 19:30,上海,桑塔露琪亚,Stevie:李存贤 Chi Chi:邵奕磊 Sonny Boy:李珏,星空间6号·一台好戏小剧场
2025-02-28 19:30,上海,致爱,艾丽莎:杜鑫艳 付平安:孙礼杰,亚洲大厦·星空间黑匣子
2025-02-28 19:30,上海,辛吉路的画材店,卡路:朱羿达 塞修:姜义哲 辛吉:林大钦,星空间2号·好好有戏剧场
2025-02-28 19:30,上海,嗜血博士,爱德华:相征 乔纳森:田野 玛莎:葛洧吟,星空间1023号·涵金小剧场
2025-02-28 19:30,上海,阿尔托，梵高,阿尔托:臧鲁滨 梵高:曹珺 博士:智博闻,星空间17号·NFP小剧场
2025-02-28 19:30,上海,#0528,Eggy:江泽辰 Brandon:于滨嘉 Doris:赵洪博,星空间28号·好好有戏小剧场
2025-02-28 19:30,上海,危险游戏,内森:钟嘉诚 理查德:赵伟钢,上海共舞台
2025-02-28 19:30,上海,时光代理人,程小时:郭虹旭 陆光:王敏辉 乔苓:吴杭律 林贞/陈潇妈:于梦滢 陈潇/陆鸿斌:张嘉豪,时光剧场
2025-02-28 19:30,上海,疯子与赞美诗,疯子:丁辰西 李默:李梓溪,星空间111号·墨剧场
2025-02-28 19:30,上海,狂炎奏鸣曲,J:白倬铭 S:郑艺彬 K:翟松,星空间·星空穹顶剧场
2025-02-28 19:30,上海,怪物,里奥:蓝浩 韦恩:吴盛祥,星空间18号·谜剧场
2025-02-28 19:30,上海,末日迷途,海曼:叶宇锋 威廉:徐泽辉 贝拉:徐蜜聪 阿曼达:洪果,星空间8808号·涵金剧场
2025-02-28 19:30,上海,星图,江清源:张智涵 孔繁星:张博俊 叶思源:邵玎 戴望星:严小北 多功能:姜均,星图剧场
2025-02-28 19:30,上海,命运之上,Johnny:舒杨 Shirley:陈玉婷 路西法:朱微之 拉斐尔:陈旭,星空间19号·剧魅剧场
2025-02-28 19:30,上海,OZ,俊一:栾靖宇 铁皮:诸葛北辰 MAX:梁庆海 BUTTON:张宇熙,星空间20号·MOriginal Box
2025-02-28 19:30,上海,决斗,天天:温升宝 飞龙:赵嘉豪 醉仙:刘瀚聪 猛刀:崔承宇,Fun剧场
2025-02-28 19:30,上海,去你的夏天,游亦:陈诗 小松:张家祺 小伟:牛博为,星空间8号·一台好戏方寸剧场
2025-02-28 19:30,成都,辛吉路的画材店,卡路:郑金铠 塞修:樊哲 辛吉:赵嘉恒,兜兜米新空间
2025-02-28 19:30,广州,阿波罗尼亚,Richard:李苏霖 Oscar:曾鑫 Stevie:邓欣锐,阿波罗尼亚·广州馆
2025-02-28 19:30,广州,桑塔露琪亚,Stevie:巴文豪 Chi Chi:陈政宇 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-02-28 19:30,广州,辛吉路的画材店,卡路:郭洧江 塞修:尹智博 辛吉:赵奕然,好好有戏小剧场
2025-02-28 19:30,武汉,FLAMES火焰,梅瑞狄斯:郑婉霞 爱德蒙:罗明晖 埃里克:周靖杰,武汉剧院武演新空间
2025-02-28 19:30,武汉,拜风,阿风:黄晓迪 阿江:董研峰 林沐:王淑雅,武汉歌舞剧院520空间
2025-02-28 19:30,南京,FLAMES火焰,梅瑞狄斯:徐晨曦 爱德蒙:姜呈洋 埃里克:陈壬权,优剧场 YO!THEATER
2025-02-28 19:30,南京,隐婚男女,张静宜:王竞琦 崔民国:褚威 Tony:王博睿 Kelvin:陈博翰,布洛幕小剧场
2025-02-28 19:30,南京,命运之上,Johnny:郭泽学 Shirley:邓茹月 路西法:王瑞 拉斐尔:周艺聪,剧魅空间命运之上剧场
2025-02-28 19:30,苏州,人间失格,大庭叶藏:刘令飞 太宰治:白举纲 祝子:李炜铃 堀木正雄:翟李朔天 恒子:徐梦,苏州狮山大剧院大剧场
2025-02-28 19:30,杭州,宇宙大明星,NoVA:李秋盟 O126:郝李英杰,浙影时代·M511未来影城
2025-02-28 20:00,上海,LIZZIE丽兹,LIZZIE:韩冰儿 EMMA:张沁丹 BRIDGET:杜钇樵 ALICE:胥子含,星空间11号·MOriginal Box
2025-02-28 20:00,上海,被忽略的姓名,李江鸥:周宇杰 李江鸥:田祥晔,星空间3号·MOriginal Box
2025-03-01 14:30,上海,辛吉路的画材店,卡路:朱亚洲 塞修:于滨嘉 辛吉:张梁,星空间2号·好好有戏剧场
2025-03-01 14:30,上海,危险游戏,内森:白倬铭 理查德:王敏辉,上海共舞台
2025-03-01 14:30,上海,时光代理人,程小时:姜义哲 陆光:杨浩然 乔苓:左一平 林贞/陈潇妈:朱佳艳 陈潇/陆鸿斌:智博闻,时光剧场
2025-03-01 14:30,上海,怪物,里奥:蓝浩 韦恩:孙一城,星空间18号·谜剧场
2025-03-01 14:30,上海,末日迷途,海曼:夏阳 威廉:何铭海 贝拉:罗玉玲 阿曼达:孙乐仟,星空间8808号·涵金剧场
2025-03-01 14:30,上海,OZ,俊一:周宇杰 铁皮:臧鲁滨 MAX:蒲铖 BUTTON:刘凡滔,星空间20号·MOriginal Box
2025-03-01 14:30,上海,正常营业,宇柏:施天玮 阿然:王桓 Lucas:侯俊羽 黑子:许放星 汪达富:刘洪书,星空间819号·一碗面剧场
2025-03-01 14:30,南京,FLAMES火焰,梅瑞狄斯:徐晨曦 爱德蒙:薛钦元 埃里克:陈壬权,优剧场 YO!THEATER
2025-03-01 14:30,南京,隐婚男女,张静宜:郭晨晨 崔民国:褚威 Tony:王博睿 Kelvin:卓忠贤,布洛幕小剧场
2025-03-01 14:30,杭州,茶无此人,石头:胡志勋 吴名士:陈韬 洪瑛:王晶琬 江鱼儿:安吉儿 黄九良:潘龙 范泰:龚泽镪,茶无此人 · 一台好戏小剧场
2025-03-01 15:00,武汉,FLAMES火焰,梅瑞狄斯:廖婧媛 爱德蒙:田野 埃里克:许昌泰,武汉剧院武演新空间
2025-03-01 17:00,上海,LIZZIE丽兹,LIZZIE:吴杭律 EMMA:李彤 BRIDGET:冯远 ALICE:蔡忻如,星空间11号·MOriginal Box
2025-03-01 19:30,上海,阿波罗尼亚,Richard:徐杭 Oscar:邵奕磊 Stevie:李玉言,星空间1号·一台好戏小剧场
2025-03-01 19:30,上海,桑塔露琪亚,Stevie:牛博为 Chi Chi:李政绪 Sonny Boy:朱羿达,星空间6号·一台好戏小剧场
2025-03-01 19:30,上海,致爱,艾丽莎:杜鑫艳 付平安:张博俊,亚洲大厦·星空间黑匣子
2025-03-01 19:30,上海,辛吉路的画材店,卡路:孙一城 塞修:叶宇锋 辛吉:王颢珏,星空间2号·好好有戏剧场
2025-03-01 19:30,上海,嗜血博士,爱德华:顾易 乔纳森:何铭海 玛莎:洪果,星空间1023号·涵金小剧场
2025-03-01 19:30,上海,阿尔托，梵高,阿尔托:王炳 梵高:曹珺 博士:宋元明,星空间17号·NFP小剧场
2025-03-01 19:30,上海,#0528,Eggy:陈科铭 Brandon:林大钦 Doris:刘瀚聪,星空间28号·好好有戏小剧场
2025-03-01 19:30,上海,危险游戏,内森:赵钱龙 理查德:吴志军,上海共舞台
2025-03-01 19:30,上海,时光代理人,程小时:舒荣波 陆光:殷浩伦 乔苓:强东玥 林贞/陈潇妈:恩妤 陈潇/陆鸿斌:张嘉豪,时光剧场
2025-03-01 19:30,上海,疯子与赞美诗,疯子:张沁丹 李默:胥子含,星空间111号·墨剧场
2025-03-01 19:30,上海,怪物,里奥:黄浦申 韦恩:万钰彬,星空间18号·谜剧场
2025-03-01 19:30,上海,末日迷途,海曼:相征 威廉:余镇鳌 贝拉:陈恬 阿曼达:冯镝霏,星空间8808号·涵金剧场
2025-03-01 19:30,上海,OZ,俊一:李卓远 铁皮:郭之阳 MAX:肖笛 BUTTON:金谦逊,星空间20号·MOriginal Box
2025-03-01 19:30,上海,去你的夏天,游亦:施博威 小松:朱亮 小伟:何严浩,星空间8号·一台好戏方寸剧场
2025-03-01 19:30,成都,嘿！亚利桑那,简:张雨桐 比利:赵嘉恒 怀亚特:王世鑫 约瑟芬:张雨桐 强尼:于畅 哈利:周崇祥 波特:李京洙,开心麻花·钻石酒馆
2025-03-01 19:30,广州,阿波罗尼亚,Richard:郑金铠 Oscar:曾鑫 Stevie:邓欣锐,阿波罗尼亚·广州馆
2025-03-01 19:30,广州,桑塔露琪亚,Stevie:曾阵 Chi Chi:陈政宇 Sonny Boy:武冠辰,桑塔露琪亚·广州馆
2025-03-01 19:30,广州,辛吉路的画材店,卡路:郭洧江 塞修:尹智博 辛吉:赵奕然,好好有戏小剧场
2025-03-01 19:30,武汉,FLAMES火焰,梅瑞狄斯:廖婧媛 爱德蒙:田野 埃里克:许昌泰,武汉剧院武演新空间
2025-03-01 19:30,武汉,第十四个子夜,漫画家:陈梓煊 花花:苏姿语 冯辛:周靖杰,然也环境剧场
2025-03-01 19:30,南京,FLAMES火焰,梅瑞狄斯:刘恒瑜 爱德蒙:瞿艺 埃里克:王瑞,优剧场 YO!THEATER
2025-03-01 19:30,南京,隐婚男女,张静宜:陈茜雅 崔民国:刘牧 Tony:王博睿 Kelvin:陈博翰,布洛幕小剧场
2025-03-01 19:30,南京,命运之上,Johnny:唐子晗 Shirley:邓茹月 路西法:白一博 拉斐尔:王雅馨,剧魅空间命运之上剧场
2025-03-01 19:30,苏州,人间失格,大庭叶藏:白举纲 太宰治:刘令飞 祝子:李炜铃 堀木正雄:翟李朔天 恒子:徐梦,苏州狮山大剧院大剧场
2025-03-01 19:30,杭州,宇宙大明星,NoVA:王款儿 O126:郝李英杰,浙影时代·M511未来影城
2025-03-01 19:30,福州,长腿叔叔,Jervis:高杨 Jerusha:张会芳,福州海峡文化艺术中心-歌剧厅
2025-03-01 19:30,绵阳,将进酒,,江油大剧院大剧场
2025-03-01 19:30,台州,周生如故,周生辰:徐昊 漼时宜:邓贤凌 刘子行:毛二 戚太后:李奇 漼广:车鸣笛 漼风:张艺 幸华公主:钱安琪 先帝亡灵:李浩楠 大师姐:强雯,温岭大剧院
2025-03-01 20:00,上海,LIZZIE丽兹,LIZZIE:丁辰西 EMMA:赵雨卉 BRIDGET:杜钇樵 ALICE:王洁璐,星空间11号·MOriginal Box
2025-03-02 14:00,南京,醉后赢家,,开心麻花老门东沉浸剧场
2025-03-02 14:30,上海,辛吉路的画材店,卡路:王富有 塞修:王桓 辛吉:刘瀚聪,星空间2号·好好有戏剧场
2025-03-02 14:30,上海,嗜血博士,爱德华:杨皓晨 乔纳森:何铭海 玛莎:罗玉玲,星空间1023号·涵金小剧场
2025-03-02 14:30,上海,#0528,Eggy:温升宝 Brandon:余镇鳌 Doris:赵洪博,星空间28号·好好有戏小剧场
2025-03-02 14:30,上海,危险游戏,内森:白倬铭 理查德:赵伟钢,上海共舞台
2025-03-02 14:30,上海,时光代理人,程小时:井彦乔 陆光:朱涵彬 乔苓:闫乐湟 林贞/陈潇妈:恩妤 陈潇/陆鸿斌:宋元明,时光剧场
2025-03-02 14:30,上海,疯子与赞美诗,疯子:张沁丹 李默:左一平,星空间111号·墨剧场
2025-03-02 14:30,上海,狂炎奏鸣曲,J:赵凡嘉 S:郑艺彬 K:遇泓羊,星空间·星空穹顶剧场
2025-03-02 14:30,上海,怪物,里奥:顾易 韦恩:杨磊,星空间18号·谜剧场
2025-03-02 14:30,上海,OZ,俊一:蔡松廷 铁皮:臧鲁滨 MAX:亓振源 BUTTON:刘子赫,星空间20号·MOriginal Box
2025-03-02 14:30,广州,辛吉路的画材店,卡路:郭洧江 塞修:李俊杰 辛吉:杜牧,好好有戏小剧场
2025-03-02 14:30,南京,FLAMES火焰,梅瑞狄斯:刘恒瑜 爱德蒙:薛钦元 埃里克:王瑞,优剧场 YO!THEATER
2025-03-02 14:30,南京,命运之上,Johnny:郭泽学 Shirley:俞嘉悦 路西法:白一博 拉斐尔:周艺聪,剧魅空间命运之上剧场
2025-03-02 15:00,成都,辛吉路的画材店,卡路:王常凯 塞修:樊哲 辛吉:赵嘉恒,兜兜米新空间
2025-03-02 15:00,武汉,FLAMES火焰,梅瑞狄斯:廖婧媛 爱德蒙:田野 埃里克:许昌泰,武汉剧院武演新空间
2025-03-02 15:00,武汉,第十四个子夜,漫画家:文振宇 花花:苏姿语 冯辛:刘秫呈,然也环境剧场
2025-03-02 15:00,南京,隐婚男女,张静宜:王竞琦 崔民国:褚威 Tony:戴玉龙 Kelvin:卓忠贤,布洛幕小剧场
2025-03-02 16:30,上海,末日迷途,海曼:叶宇锋 威廉:沈育奇 贝拉:陈恬 阿曼达:洪果,星空间8808号·涵金剧场
2025-03-02 17:00,上海,LIZZIE丽兹,LIZZIE:叶嘉雯 EMMA:郑涵一 BRIDGET:王明怡 ALICE:蔡忻如,星空间11号·MOriginal Box
2025-03-02 17:00,上海,被忽略的姓名,李江鸥:蒲铖 李江鸥:李卓远,星空间3号·MOriginal Box
2025-03-02 19:30,上海,阿波罗尼亚,Richard:朱亮 Oscar:姜崃 Stevie:陈楷,星空间1号·一台好戏小剧场
2025-03-02 19:30,上海,致爱,艾丽莎:邓贤凌 付平安:傅祥安,亚洲大厦·星空间黑匣子
2025-03-02 19:30,上海,辛吉路的画材店,卡路:朱亚洲 塞修:董豫辰 辛吉:顾易,星空间2号·好好有戏剧场
2025-03-02 19:30,上海,嗜血博士,爱德华:相征 乔纳森:徐佳文 玛莎:蔡馨怡,星空间1023号·涵金小剧场
2025-03-02 19:30,上海,阿尔托，梵高,阿尔托:夏阳 梵高:郭之阳 博士:张梁栋,星空间17号·NFP小剧场
2025-03-02 19:30,上海,#0528,Eggy:江泽辰 Brandon:徐步超 Doris:王颢珏,星空间28号·好好有戏小剧场
2025-03-02 19:30,上海,狂炎奏鸣曲,J:王敏辉 S:王瀚宇 K:祝颂皓,星空间·星空穹顶剧场
2025-03-02 19:30,上海,怪物,里奥:陈诗 韦恩:吴盛祥,星空间18号·谜剧场
2025-03-02 19:30,上海,星图,江清源:张智涵 孔繁星:张博俊 叶思源:白瀚祥 戴望星:严小北 多功能:姜均,星图剧场
2025-03-02 19:30,上海,去你的夏天,游亦:李政绪 小松:李存贤 小伟:何严浩,星空间8号·一台好戏方寸剧场
2025-03-02 19:30,广州,阿波罗尼亚,Richard:郑金铠 Oscar:曾鑫 Stevie:邓欣锐,阿波罗尼亚·广州馆
2025-03-02 19:30,广州,桑塔露琪亚,Stevie:巴文豪 Chi Chi:陈政宇 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-03-03 19:30,上海,致爱,艾丽莎:李梓溪 付平安:张博俊,亚洲大厦·星空间黑匣子
2025-03-03 19:30,上海,时光代理人,程小时:姜义哲 陆光:李玉言 乔苓:邓贤凌 林贞/陈潇妈:沈恬 陈潇/陆鸿斌:智博闻,时光剧场
2025-03-04 19:30,上海,阿尔托，梵高,阿尔托:施天玮 梵高:宋元明 博士:智博闻,星空间17号·NFP小剧场
2025-03-04 19:30,上海,危险游戏,内森:钟嘉诚 理查德:徐泽辉,上海共舞台
2025-03-04 19:30,上海,狂炎奏鸣曲,J:白倬铭 S:郭亢 K:倪晔,星空间·星空穹顶剧场
2025-03-04 19:30,杭州,宇宙大明星,NoVA:杜鑫艳 O126:郝李英杰,浙影时代·M511未来影城
2025-03-05 19:00,南京,醉后赢家,,开心麻花老门东沉浸剧场
2025-03-05 19:30,上海,阿波罗尼亚,Richard:陈科铭 Oscar:李秋盟 Stevie:曹牧之,星空间1号·一台好戏小剧场
2025-03-05 19:30,上海,辛吉路的画材店,卡路:郭洧江 塞修:姜义哲 辛吉:林大钦,星空间2号·好好有戏剧场
2025-03-05 19:30,上海,#0528,Eggy:江泽辰 Brandon:吴志军 Doris:徐杭,星空间28号·好好有戏小剧场
