时间,城市,音乐剧,卡司,剧院
2025-01-01 14:30,上海,正常营业,宇柏:施天玮 阿然:王桓 Lucas:侯俊羽 黑子:邵斌 汪达富:元佳辰,星空间819号·一碗面剧场
2025-01-01 14:30,北京,咏春,陈刀荃:于晓璘 林芬:韩晶如 黄天:吴冠锋 许寅虎:王嘉 陈传武:肖颖婕 陈承武:江东旭 吴美丽:秦子淳 张刀克:云孟和 杨刀郎:蔡涵宇 刀塔:尔江 蒯元开:郝龙 刘初一:许婉婉 马鸣鹤:张鑫然 帕拉萨特·巴赫提:邹楚瑜,世纪剧院
2025-01-01 14:30,北京,金风玉露,金笙:李晨源 毓滔:林子兴 玉君:聂冰雁 毛腿:黄思惟 六哥:张泽浩 来喜福:白子涵 警长:马黑凯杰 金喜:李金阳 金福:王文轩 辫子军/鬼卒:王煜菡 辫子军/鬼卒:徐梓桓 辫子军/鬼卒:王者风,湖广会馆
2025-01-01 14:30,广州,阿波罗尼亚,Richard:王博睿 Oscar:曾鑫 Stevie:杜牧,阿波罗尼亚·广州馆
2025-01-01 14:30,广州,桑塔露琪亚,Stevie:曾阵 Chi Chi:陈政宇 Sonny Boy:武冠辰,桑塔露琪亚·广州馆
2025-01-01 14:30,南京,隐婚男女,张静宜:郭晨晨 崔民国:姜呈洋 Tony:陈旭茂 Kelvin:李伯尧,布洛幕小剧场
2025-01-01 15:00,武汉,FLAMES火焰,梅瑞狄斯:秦宇星 爱德蒙:罗明晖 埃里克:周靖杰,武汉剧院武演新空间
2025-01-01 15:00,珠海,献给阿尔吉侬的花束,查理:张博俊 爱丽丝:郭耀嵘 尼姆:赵禹钧 斯特劳斯:孙礼杰 唐纳:连江维 金皮:曹牧之 乔卡普:唐超 妈妈:丁辰西 范妮:赵嘉艳,珠海金湾艺术中心·大剧院(A馆)
2025-01-01 15:00,合肥,她&她,明月公主:魏瑜遥 唐少君:吴娟 唐少英/石磊:李威 皇帝/唐老爷:李楼,严凤英剧场(HM.1953演艺新空间)B厅
2025-01-01 17:00,上海,LIZZIE丽兹,LIZZIE:韩冰儿 EMMA:王竞琦 BRIDGET:王明怡 ALICE:石恩知,星空间11号·MOriginal Box
2025-01-01 17:00,上海,疯子与赞美诗,疯子:张铎 李默:张琛,星空间111号·墨剧场
2025-01-01 17:00,上海,决斗,天天:王佳宽 飞龙:刘一谷 醉仙:刘官卫 猛刀:崔承宇,Fun剧场
2025-01-01 17:00,上海,被忽略的姓名,李江鸥:田祥晔 李江鸥:洪世昱,星空间3号·MOriginal Box
2025-01-01 19:30,上海,FLAMES火焰,梅瑞狄斯:蔡忻如 爱德蒙:黄浦申 埃里克:万钰彬,星空间4号·缪时客小剧场
2025-01-01 19:30,上海,阿波罗尼亚,Richard:施博威 Oscar:朱亚洲 Stevie:陈楷,星空间1号·一台好戏小剧场
2025-01-01 19:30,上海,两个人的谋杀,所有嫌疑犯:翟松 马库斯警官:广家伟,上海话剧艺术中心戏剧沙龙
2025-01-01 19:30,上海,小说,怀特·希斯曼:钱蒙楠 格雷·亨特:夏阳 休·戴克:朱礼顺,星空间115号·缪时客小剧场
2025-01-01 19:30,上海,小说,怀特·希斯曼:王敏辉 格雷·亨特:郭虹旭 休·戴克:纪晓坤,上音歌剧院歌剧厅
2025-01-01 19:30,上海,灯塔,霍普:周一男 怀恩:孙博 守塔人:孙欣业,星空间9号·鲸剧场
2025-01-01 19:30,上海,致爱,艾丽莎:李梓溪 付平安:傅祥安,亚洲大厦·星空间黑匣子
2025-01-01 19:30,上海,辛吉路的画材店,卡路:温升宝 塞修:尹智博 辛吉:王颢珏,星空间2号·好好有戏剧场
2025-01-01 19:30,上海,嗜血博士,爱德华:王子浠 乔纳森:蒋芸 玛莎:刘晓,星空间1023号·涵金小剧场
2025-01-01 19:30,上海,阿尔托，梵高,阿尔托:王炳 梵高:曹珺 博士:宋元明,星空间17号·NFP小剧场
2025-01-01 19:30,上海,#0528,Eggy:姜义哲 Brandon:徐步超 Doris:刘瀚聪,星空间28号·好好有戏小剧场
2025-01-01 19:30,上海,长腿叔叔,Jervis:高杨 Jerusha:张会芳,兰心大戏院
2025-01-01 19:30,上海,摇滚太白·诗与星,辛辰:胥子含 李月圆:杜钇樵 月娃&老师:王珏语涵,星空间407号·她剧场
2025-01-01 19:30,上海,嘿！亚利桑那,简:马小乔 比利:李磊 怀亚特:胡迪 约瑟芬:王玙璠 强尼:褚俊驰 哈利:李子涵 波特:智博闻,嘿！亚利桑那
2025-01-01 19:30,上海,时光代理人,程小时:滕春鹏 陆光:杜光祎 乔苓:吴杭律 林贞/陈潇妈:于梦滢 陈潇/陆鸿斌:李泽熙,时光剧场
2025-01-01 19:30,上海,狂炎奏鸣曲,J:赵凡嘉 S:钟嘉诚 K:遇泓羊,星空间·星空穹顶剧场
2025-01-01 19:30,上海,怪物,里奥:徐佳文 韦恩:吴盛祥,星空间18号·谜剧场
2025-01-01 19:30,上海,末日迷途,海曼:王瑞 威廉:何铭海 贝拉:钱安琪 阿曼达:洪果,星空间8808号·涵金剧场
2025-01-01 19:30,上海,去你的夏天,游亦:陈诗 小松:张家祺 小伟:何严浩,星空间8号·一台好戏方寸剧场
2025-01-01 19:30,上海,她对此感到厌烦,莉莉丝:赵雨卉 辛西娅:张沁丹 多琳:田梦 罗纳德:李宇凡 国王:黄偲,黄浦剧场小剧场
2025-01-01 19:30,上海,正常营业,宇柏:申昊川 阿然:高品 Lucas:侯俊羽 黑子:刘明明 汪达富:孙义清,星空间819号·一碗面剧场
2025-01-01 19:30,北京,咏春,陈刀荃:于晓璘 林芬:刘乙萱 黄天:杨映宇 许寅虎:王嘉 陈传武:姜雨彤 陈承武:江东旭 吴美丽:木炎 张刀克:邓欣锐 杨刀郎:潘天国 刀塔:孙越 蒯元开:郝龙 刘初一:许婉婉 马鸣鹤:林世杰 帕拉萨特·巴赫提:邹楚瑜,世纪剧院
2025-01-01 19:30,成都,辛吉路的画材店,卡路:王常凯 塞修:丁梓奕 辛吉:王世鑫,兜兜米新空间
2025-01-01 19:30,武汉,拜风,阿风:黄晓迪 阿江:刘秫呈 林沐:刘畅,武汉歌舞剧院520空间
2025-01-01 19:30,南京,命运之上,Johnny:郭泽学 Shirley:邓茹月 路西法:唐子晗 拉斐尔:王雅馨,剧魅空间命运之上剧场
2025-01-01 19:30,杭州,茶无此人,石头:赵辰睿 吴名士:潘龙 洪瑛:刘羿含 江鱼儿:王晶琬 黄九良:陈卓 范泰:方敬萱,茶无此人 · 一台好戏小剧场
2025-01-01 19:30,厦门,奇妙咖啡屋,幽灵:周嫚田 大双:阮芳昕 小双:阮芳婕 安琪:林赵安瑾 阿妮:吴嘉妮 阿政:李秉育 彩票迷:张云柯 妹妹:陈颖欣 刘小敏:彭为 张庆生:蔡缤,厦门人艺剧场
2025-01-02 19:00,南京,醉后赢家,李丁一:王君睿 杜海燕:张琳以 杨鼎天:嘉言 信佳佳:赖荻 周大福:葛一江 金小美:李劲楠 警察:翟圣清,开心麻花老门东沉浸剧场
2025-01-02 19:30,上海,两个人的谋杀,所有嫌疑犯:翟松 马库斯警官:广家伟,上海话剧艺术中心戏剧沙龙
2025-01-02 19:30,上海,当你心动时,叶白:许昌泰 小白:万钰彬 露露:强东玥,星空间12号·耶比剧场
2025-01-02 19:30,上海,怪物,里奥:蓝浩 韦恩:杨磊,星空间18号·谜剧场
2025-01-02 19:30,北京,东门！东门,阿君:姚嘉艺 程晓峰:杨子言 陈阿水:黄鹏 蔡蔡:谭薇 程大鹏:苏锡凡 多功能:周国帅,国话先锋智慧剧场
2025-01-03 19:30,上海,FLAMES火焰,梅瑞狄斯:蔡忻如 爱德蒙:何铭海 埃里克:夏阳,星空间4号·缪时客小剧场
2025-01-03 19:30,上海,两个人的谋杀,所有嫌疑犯:庞盛之 马库斯警官:徐奕然,上海话剧艺术中心戏剧沙龙
2025-01-03 19:30,上海,小说,怀特·希斯曼:冒海飞 格雷·亨特:王培杰 休·戴克:桑可舟,上音歌剧院歌剧厅
2025-01-03 19:30,上海,桑塔露琪亚,Stevie:朱亚洲 Chi Chi:邵奕磊 Sonny Boy:李珏,星空间6号·一台好戏小剧场
2025-01-03 19:30,上海,嗜血博士,爱德华:沈育奇 乔纳森:徐佳文 玛莎:罗玉玲,星空间1023号·涵金小剧场
2025-01-03 19:30,上海,#0528,Eggy:温升宝 Brandon:林大钦 Doris:施博威,星空间28号·好好有戏小剧场
2025-01-03 19:30,上海,梦微之,白居易:许昌泰 元稹:赵洪博,星空间33号 鲸·剧场
2025-01-03 19:30,上海,嘿！亚利桑那,简:吴杭律 比利:舒荣波 怀亚特:张艺 约瑟芬:张烜尔 强尼:郭俊宇 哈利:李子涵 波特:高尔金宝音,嘿！亚利桑那
2025-01-03 19:30,上海,时光代理人,程小时:蔡淇 陆光:郭虹旭 乔苓:邓贤凌 林贞/陈潇妈:于梦滢 陈潇/陆鸿斌:周波,时光剧场
2025-01-03 19:30,上海,狂炎奏鸣曲,J:高雨晨 S:郑艺彬 K:祝颂皓,星空间·星空穹顶剧场
2025-01-03 19:30,上海,怪物,里奥:宋元明 韦恩:孙一城,星空间18号·谜剧场
2025-01-03 19:30,上海,Boom！夏卡拉卡,乐满分:郑涵一 赫兹:赵毅劼 Multi Man:陈楷,星空间8008号星球剧场
2025-01-03 19:30,上海,命运之上,Johnny:田野 Shirley:邓茹月 路西法:舒杨 拉斐尔:谭淳之,星空间19号·剧魅剧场
2025-01-03 19:30,上海,OZ,俊一:王炳 铁皮:章庭链 MAX:亓振源 BUTTON:刘子赫,星空间20号·MOriginal Box
2025-01-03 19:30,上海,决斗,天天:蒲铖 飞龙:蓝浩 醉仙:梁宵默 猛刀:胡迪,Fun剧场
2025-01-03 19:30,上海,锦衣卫之刀与花,风舞阳:张智涵 梅霜花:徐杭 马醉灯:李秋盟 汉王:徐泽辉 朱瞻基:赵钱龙 孙贵妃:张诗漫 夜凌霄:樊苏颐 侯公公:白瀚祥 龙连营:霍泽安 风树:宗雪健 歌队:申帅 歌队:冯丽冰 歌队:李季 歌队:姜均,上剧场
2025-01-03 19:30,上海,去你的夏天,游亦:李政绪 小松:郝李英杰 小伟:陈志,星空间8号·一台好戏方寸剧场
2025-01-03 19:30,上海,她对此感到厌烦,莉莉丝:年蔓婷 辛西娅:杨依泠 多琳:田梦 罗纳德:韩冰儿 国王:王珏语涵,黄浦剧场小剧场
2025-01-03 19:30,上海,正常营业,宇柏:申昊川 阿然:张力升 Lucas:王烨 黑子:许放星 汪达富:刘洪书,星空间819号·一碗面剧场
2025-01-03 19:30,北京,咏春,陈刀荃:于晓璘 林芬:韩晶如 黄天:杨映宇 许寅虎:王嘉 陈传武:肖颖婕 陈承武:江东旭 吴美丽:秦子淳 张刀克:邓欣锐 杨刀郎:蔡涵宇 刀塔:尔江 蒯元开:吴富豪 刘初一:许婉婉 马鸣鹤:林世杰 帕拉萨特·巴赫提:邹楚瑜,世纪剧院
2025-01-03 19:30,北京,金风玉露,金笙:许嘉林 毓滔:林子兴 玉君:周洁旭 毛腿:黄思惟 六哥:王子葳 来喜福:杨晓宇 警长:马黑凯杰 金喜:李金阳 金福:王文轩 辫子军/鬼卒:王一安 辫子军/鬼卒:雷云枫 辫子军/鬼卒:何子康,湖广会馆
2025-01-03 19:30,北京,东门！东门,阿君:姚嘉艺 程晓峰:杨子言 陈阿水:黄鹏 蔡蔡:谭薇 程大鹏:苏锡凡 多功能:周国帅,国话先锋智慧剧场
2025-01-03 19:30,广州,阿波罗尼亚,Richard:郑金铠 Oscar:赵嘉恒 Stevie:李坤嘉,阿波罗尼亚·广州馆
2025-01-03 19:30,广州,桑塔露琪亚,Stevie:巴文豪 Chi Chi:宋周鑫 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-01-03 19:30,广州,辛吉路的画材店,卡路:王富有 塞修:尹智博 辛吉:杜牧,好好有戏小剧场
2025-01-03 19:30,武汉,FLAMES火焰,梅瑞狄斯:郑婉霞 爱德蒙:罗明晖 埃里克:曾鑫,武汉剧院武演新空间
2025-01-03 19:30,南京,FLAMES火焰,梅瑞狄斯:徐晨曦 爱德蒙:吴盛祥 埃里克:王瑞,优剧场 YO!THEATER
2025-01-03 19:30,南京,隐婚男女,张静宜:娄睿 崔民国:褚威 Tony:王博睿 Kelvin:李伯尧,布洛幕小剧场
2025-01-03 19:30,南京,命运之上,Johnny:翟李朔天 Shirley:黄雨蝶 路西法:唐子晗 拉斐尔:段淑曦,剧魅空间命运之上剧场
2025-01-03 19:30,杭州,茶无此人,石头:赵辰睿 吴名士:潘龙 洪瑛:王晶琬 江鱼儿:安吉儿 黄九良:陈卓 范泰:方敬萱,茶无此人 · 一台好戏小剧场
2025-01-03 19:30,合肥,她&她,明月公主:朱维芳 唐少君:舒琪 唐少英/石磊:李威 皇帝/唐老爷:李楼,严凤英剧场(HM.1953演艺新空间)B厅
2025-01-03 20:00,上海,疯子与赞美诗,疯子:丁辰西 李默:李梓溪,星空间111号·墨剧场
2025-01-04 14:00,上海,两个人的谋杀,所有嫌疑犯:翟松 马库斯警官:胡楚浩,上海话剧艺术中心戏剧沙龙
2025-01-04 14:00,上海,锦衣卫之刀与花,风舞阳:毛二 梅霜花:徐杭 马醉灯:赵毅劼 汉王:张玮伦 朱瞻基:李玉言 孙贵妃:冯镝霏 夜凌霄:申霓 侯公公:白瀚祥 龙连营:霍泽安 风树:黄圣淇 歌队:李浩楠 歌队:柳智彦 歌队:申帅 歌队:王佳璇,上剧场
2025-01-04 14:30,上海,灯塔,霍普:宋凯文 怀恩:邱俊阳 守塔人:脱骁尧,星空间9号·鲸剧场
2025-01-04 14:30,上海,嗜血博士,爱德华:顾易 乔纳森:卢翰林 玛莎:洪果,星空间1023号·涵金小剧场
2025-01-04 14:30,上海,阿尔托，梵高,阿尔托:夏阳 梵高:施博威 博士:宋元明,星空间17号·NFP小剧场
2025-01-04 14:30,上海,#0528,Eggy:温升宝 Brandon:刘政 Doris:刘瀚聪,星空间28号·好好有戏小剧场
2025-01-04 14:30,上海,长腿叔叔,Jervis:高杨 Jerusha:张会芳,兰心大戏院
2025-01-04 14:30,上海,嘿！亚利桑那,简:钱安琪 比利:滕春鹏 怀亚特:王佳宽 约瑟芬:于梦滢 强尼:李泽晨 哈利:薛尚文 波特:陈旭茂,嘿！亚利桑那
2025-01-04 14:30,上海,时光代理人,程小时:舒荣波 陆光:吴以瀚 乔苓:强东玥 林贞/陈潇妈:沈恬 陈潇/陆鸿斌:许放星,时光剧场
2025-01-04 14:30,上海,怪物,里奥:许昌泰 韦恩:吴盛祥,星空间18号·谜剧场
2025-01-04 14:30,上海,末日迷途,海曼:王瑞 威廉:何铭海 贝拉:徐蜜聪 阿曼达:陈彦羽,星空间8808号·涵金剧场
2025-01-04 14:30,上海,Boom！夏卡拉卡,乐满分:郭珍艳 赫兹:崔承宇 Multi Man:陈楷,星空间8008号星球剧场
2025-01-04 14:30,上海,命运之上,Johnny:宗雪健 Shirley:马小乔 路西法:朱微之 拉斐尔:蔡忻如,星空间19号·剧魅剧场
2025-01-04 14:30,上海,她对此感到厌烦,莉莉丝:丁辰西 辛西娅:孙乐仟 多琳:左一平 罗纳德:韩冰儿 国王:王珏语涵,黄浦剧场小剧场
2025-01-04 14:30,上海,正常营业,宇柏:申昊川 阿然:王桓 Lucas:白一博 黑子:邵斌 汪达富:孙义清,星空间819号·一碗面剧场
2025-01-04 14:30,北京,咏春,陈刀荃:于晓璘 林芬:刘乙萱 黄天:吴冠锋 许寅虎:王嘉 陈传武:姜雨彤 陈承武:江东旭 吴美丽:秦子淳 张刀克:云孟和 杨刀郎:蔡涵宇 刀塔:尔江 蒯元开:郝龙 刘初一:张稚梅 马鸣鹤:张鑫然 帕拉萨特·巴赫提:杨茗滟,世纪剧院
2025-01-04 14:30,北京,金风玉露,金笙:许嘉林 毓滔:胡优 玉君:周洁旭 毛腿:黄思惟 六哥:王子葳 来喜福:杨晓宇 警长:马黑凯杰 金喜:李金阳 金福:王文轩 辫子军/鬼卒:王一安 辫子军/鬼卒:雷云枫 辫子军/鬼卒:何子康,湖广会馆
2025-01-04 14:30,南京,FLAMES火焰,梅瑞狄斯:欧阳乔子 爱德蒙:薛钦元 埃里克:刘子赫,优剧场 YO!THEATER
2025-01-04 14:30,南京,隐婚男女,张静宜:娄睿 崔民国:姜呈洋 Tony:戴玉龙 Kelvin:卓忠贤,布洛幕小剧场
2025-01-04 14:30,南京,命运之上,Johnny:郭泽学 Shirley:黄雨蝶 路西法:翟李朔天 拉斐尔:王雅馨,剧魅空间命运之上剧场
2025-01-04 14:30,杭州,茶无此人,石头:元佳辰 吴名士:应忆俊 洪瑛:刘羿含 江鱼儿:李怡垚 黄九良:潘龙 范泰:龚泽镪,茶无此人 · 一台好戏小剧场
2025-01-04 15:00,武汉,FLAMES火焰,梅瑞狄斯:秦宇星 爱德蒙:张鑫澳 埃里克:周靖杰,武汉剧院武演新空间
2025-01-04 17:00,上海,LIZZIE丽兹,LIZZIE:王洁璐 EMMA:郑涵一 BRIDGET:冯远 ALICE:胥子含,星空间11号·MOriginal Box
2025-01-04 17:00,上海,疯子与赞美诗,疯子:张沁丹 李默:葛洧吟,星空间111号·墨剧场
2025-01-04 19:00,哈尔滨,将进酒,李白:郑云龙 明月:陈旭 吴指南:张傲生 李月圆:陈熙 杜甫:宗俊涛 李客:黄冠菘 杨贵妃:徐铭聪 老妪:赵子璇 疯老道:杨映宇 李白（舞）:杜恒,哈尔滨大剧院歌剧厅
2025-01-04 19:30,上海,FLAMES火焰,梅瑞狄斯:蔡馨怡 爱德蒙:钱蒙楠 埃里克:邵立君,星空间4号·缪时客小剧场
2025-01-04 19:30,上海,阿波罗尼亚,Richard:陈科铭 Oscar:李秋盟 Stevie:曹牧之,星空间1号·一台好戏小剧场
2025-01-04 19:30,上海,两个人的谋杀,所有嫌疑犯:庞盛之 马库斯警官:周可人,上海话剧艺术中心戏剧沙龙
2025-01-04 19:30,上海,小说,怀特·希斯曼:王敏辉 格雷·亨特:郭虹旭 休·戴克:纪晓坤,上音歌剧院歌剧厅
2025-01-04 19:30,上海,桑塔露琪亚,Stevie:李存贤 Chi Chi:邵奕磊 Sonny Boy:吴以瀚,星空间6号·一台好戏小剧场
2025-01-04 19:30,上海,致爱,艾丽莎:李梓溪 付平安:傅祥安,亚洲大厦·星空间黑匣子
2025-01-04 19:30,上海,辛吉路的画材店,卡路:郭洧江 塞修:于滨嘉 辛吉:林大钦,星空间2号·好好有戏剧场
2025-01-04 19:30,上海,嗜血博士,爱德华:王瑞 乔纳森:徐佳文 玛莎:葛洧吟,星空间1023号·涵金小剧场
2025-01-04 19:30,上海,阿尔托，梵高,阿尔托:王炳 梵高:曹珺 博士:宋元明,星空间17号·NFP小剧场
2025-01-04 19:30,上海,#0528,Eggy:江泽辰 Brandon:余镇鳌 Doris:赵洪博,星空间28号·好好有戏小剧场
2025-01-04 19:30,上海,梦微之,白居易:孙博 元稹:卢翰林,星空间33号 鲸·剧场
2025-01-04 19:30,上海,长腿叔叔,Jervis:高杨 Jerusha:张会芳,兰心大戏院
2025-01-04 19:30,上海,摇滚太白·诗与星,辛辰:王允宸 李月圆:杜钇樵 月娃&老师:王珏语涵,星空间407号·她剧场
2025-01-04 19:30,上海,嘿！亚利桑那,简:马小乔 比利:李磊 怀亚特:王逸飞 约瑟芬:张烜尔 强尼:连江维 哈利:李子涵 波特:脱骁尧,嘿！亚利桑那
2025-01-04 19:30,上海,时光代理人,程小时:滕春鹏 陆光:杜光祎 乔苓:钱安琪 林贞/陈潇妈:恩妤 陈潇/陆鸿斌:智博闻,时光剧场
2025-01-04 19:30,上海,狂炎奏鸣曲,J:赵凡嘉 S:王瀚宇 K:倪晔,星空间·星空穹顶剧场
2025-01-04 19:30,上海,怪物,里奥:陈诗 韦恩:褚威,星空间18号·谜剧场
2025-01-04 19:30,上海,末日迷途,海曼:夏阳 威廉:钟嘉诚 贝拉:罗玉玲 阿曼达:曹蘅,星空间8808号·涵金剧场
2025-01-04 19:30,上海,Boom！夏卡拉卡,乐满分:于梦滢 赫兹:王天择 Multi Man:董豫辰,星空间8008号星球剧场
2025-01-04 19:30,上海,命运之上,Johnny:田野 Shirley:邓茹月 路西法:唐子晗 拉斐尔:蔡忻如,星空间19号·剧魅剧场
2025-01-04 19:30,上海,OZ,俊一:周宇杰 铁皮:诸葛北辰 MAX:蒲铖 BUTTON:刘凡滔,星空间20号·MOriginal Box
2025-01-04 19:30,上海,锦衣卫之刀与花,风舞阳:张智涵 梅霜花:张泽 马醉灯:赵毅劼 汉王:张玮伦 朱瞻基:李玉言 孙贵妃:张诗漫 夜凌霄:申霓 侯公公:白瀚祥 龙连营:霍泽安 风树:黄圣淇 歌队:柳智彦 歌队:申帅 歌队:王佳璇 歌队:李浩楠,上剧场
2025-01-04 19:30,上海,去你的夏天,游亦:施博威 小松:朱亮 小伟:赵轩民,星空间8号·一台好戏方寸剧场
2025-01-04 19:30,上海,她对此感到厌烦,莉莉丝:年蔓婷 辛西娅:杨依泠 多琳:田梦 罗纳德:李卓远 国王:王烨,黄浦剧场小剧场
2025-01-04 19:30,上海,正常营业,宇柏:周一男 阿然:孙一城 Lucas:侯俊羽 黑子:王钧霖 汪达富:饶恒宇,星空间819号·一碗面剧场
2025-01-04 19:30,北京,一仆二主,特鲁法尔金诺:席同歌 彼阿特利切:孙璞欣 弗罗林多:海力力 克拉里切:蒋若晞 西里维厄:徐宏儒,时间剧场TIME THEATRE
2025-01-04 19:30,北京,咏春,陈刀荃:王靖棋 林芬:韩晶如 黄天:张洪伟 许寅虎:王嘉 陈传武:肖颖婕 陈承武:江东旭 吴美丽:秦子淳 张刀克:邓欣锐 杨刀郎:潘天国 刀塔:尔江 蒯元开:吴富豪 刘初一:张稚梅 马鸣鹤:林世杰 帕拉萨特·巴赫提:邹楚瑜,世纪剧院
2025-01-04 19:30,北京,金风玉露,金笙:李晨源 毓滔:林子兴 玉君:周洁旭 毛腿:黄思惟 六哥:张泽浩 来喜福:白子涵 警长:马黑凯杰 金喜:李金阳 金福:王文轩 辫子军/鬼卒:王一安 辫子军/鬼卒:雷云枫 辫子军/鬼卒:何子康,湖广会馆
2025-01-04 19:30,广州,阿波罗尼亚,Richard:郑金铠 Oscar:赵嘉恒 Stevie:李坤嘉,阿波罗尼亚·广州馆
2025-01-04 19:30,广州,桑塔露琪亚,Stevie:巴文豪 Chi Chi:宋周鑫 Sonny Boy:杨宇威,桑塔露琪亚·广州馆
2025-01-04 19:30,广州,辛吉路的画材店,卡路:王富有 塞修:李俊杰 辛吉:杜牧,好好有戏小剧场
2025-01-04 19:30,武汉,FLAMES火焰,梅瑞狄斯:徐郑凯伊 爱德蒙:罗明晖 埃里克:曾鑫,武汉剧院武演新空间
2025-01-04 19:30,南京,FLAMES火焰,梅瑞狄斯:周艺聪 爱德蒙:孙豆尔 埃里克:瞿艺,优剧场 YO!THEATER
2025-01-04 19:30,南京,隐婚男女,张静宜:王竞琦 崔民国:张铎 Tony:王博睿 Kelvin:李伯尧,布洛幕小剧场
2025-01-04 19:30,南京,命运之上,Johnny:郭泽学 Shirley:俞嘉悦 路西法:翟李朔天 拉斐尔:王雅馨,剧魅空间命运之上剧场
2025-01-04 19:30,合肥,她&她,明月公主:楼若菡 唐少君:吴娟 唐少英/石磊:盛遨 皇帝/唐老爷:李楼,严凤英剧场(HM.1953演艺新空间)B厅
2025-01-04 19:30,绵阳,将进酒,,江油大剧院大剧场
2025-01-04 20:00,上海,LIZZIE丽兹,LIZZIE:严小北 EMMA:赵雨卉 BRIDGET:邓贤凌 ALICE:党韫葳,星空间11号·MOriginal Box
2025-01-04 20:00,上海,被忽略的姓名,李江鸥:杨浩然 李江鸥:栾靖宇,星空间3号·MOriginal Box
2025-01-05 14:00,上海,两个人的谋杀,所有嫌疑犯:翟松 马库斯警官:胡楚浩,上海话剧艺术中心戏剧沙龙
2025-01-05 14:00,上海,锦衣卫之刀与花,风舞阳:毛二 梅霜花:张泽 马醉灯:赵毅劼 汉王:张玮伦 朱瞻基:赵钱龙 孙贵妃:冯镝霏 夜凌霄:樊苏颐 侯公公:白瀚祥 龙连营:黄圣淇 风树:宗雪健 歌队:姜均 歌队:申帅 歌队:王佳璇 歌队:冯丽冰,上剧场
2025-01-05 14:00,南京,醉后赢家,李丁一:乐家铭 杜海燕:陶诗佳 杨鼎天:李浩延 信佳佳:李劲楠 周大福:杨康康 金小美:李烨彤 警察:翟圣清,开心麻花老门东沉浸剧场
2025-01-05 14:00,哈尔滨,将进酒,李白:李炜鹏 明月:喻越越 吴指南:于晓璘 李月圆:许嘉芸 杜甫:赵晏伯 李客:黄冠菘 杨贵妃:徐铭聪 老妪:赵子璇 疯老道:杨映宇 李白（舞）:杜恒,哈尔滨大剧院歌剧厅
2025-01-05 14:30,上海,FLAMES火焰,梅瑞狄斯:谢一溦 爱德蒙:何铭海 埃里克:许昌泰,星空间4号·缪时客小剧场
2025-01-05 14:30,上海,辛吉路的画材店,卡路:温升宝 塞修:叶宇锋 辛吉:井彦乔,星空间2号·好好有戏剧场
2025-01-05 14:30,上海,嗜血博士,爱德华:朱微之 乔纳森:钱蒙楠 玛莎:蔡馨怡,星空间1023号·涵金小剧场
2025-01-05 14:30,上海,阿尔托，梵高,阿尔托:王炳 梵高:宋元明 博士:褚威,星空间17号·NFP小剧场
