时间,城市,音乐剧,卡司,剧院
2023-06-05 19:30,宁波,绽放,张桂梅:喻越越 老陈:淮梓伦 沈老师:代玮 老师:许越,慈溪大剧院
2023-06-06 15:30,西安,丝路之声,Joey:梁广 心慧/素素:田恬 刘子衡:张新川 许平儿:袁也 储君:谭建业 老班头:张书豪 大娘:孙紫薇 二娘:孙晶俐 三娘:林梦圆 王磬:殷赫阳,丝路欢乐世界·琴音剧场
2023-06-06 19:30,上海,城堡,霍姆斯:高杨 本杰明:贾凡 凯莉:冯远 托尼:夏阳,上海共舞台
2023-06-06 19:30,上海,嗜血博士,爱德华:杨皓晨 乔纳森:汤佳明 玛莎:钱安琪,星空间1023号·涵金小剧场
2023-06-06 19:30,上海,桑塔露琪亚,Stevie:牛博为 Chi Chi:周仕麒 Sonny Boy:朱亮,星空间6号·一台好戏小剧场
2023-06-06 19:30,上海,翻国王棋,奥尔森:徐泽辉 克雷加德:李秋盟 戈布:郭亢 弗雷:于滨嘉 玛尼:周波 伊敦:杜钇樵,星空间77号·鲸剧场
2023-06-06 19:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:曾鑫 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-06-06 19:30,宁波,绽放,张桂梅:喻越越 老陈:淮梓伦 沈老师:代玮 老师:许越,慈溪大剧院
2023-06-06 19:30,常熟,唐朝诡事录之曼陀罗,苏无名:李炜鹏 卢凌风:郑艺彬 谢雁:李宸希 姜落声:崔秀丽 柳莺莺:湛嘉丽 徐自:李乐尧 罗一手:王靖棋 刘大:杜豪洪 陈氏:朱芷秋 顾田:王浩然 曼陀罗:文嫣 古筝:姚佳慧 笛箫尺八:杜子华,常熟大剧院
2023-06-07 11:30,成都,熊猫,,熊猫剧院
2023-06-07 15:30,西安,丝路之声,Joey:梁广 心慧/素素:田恬 刘子衡:张新川 许平儿:袁也 储君:张书豪 老班头:吴凯泽 大娘:杨雨婷 二娘:孙晶俐 三娘:林梦圆 王磬:殷赫阳,丝路欢乐世界·琴音剧场
2023-06-07 19:30,上海,城堡,霍姆斯:赵伟钢 本杰明:钟嘉诚 凯莉:刘浩冉 托尼:夏阳,上海共舞台
2023-06-07 19:30,上海,嗜血博士,爱德华:朱微之 乔纳森:管重昊 玛莎:洪果,星空间1023号·涵金小剧场
2023-06-07 19:30,上海,桑塔露琪亚,Stevie:舒荣波 Chi Chi:周仕麒 Sonny Boy:朱亮,星空间6号·一台好戏小剧场
2023-06-07 19:30,上海,阿波罗尼亚,理查德:李苏霖 奥斯卡:李政绪 史蒂夫:赵霄汉,星空间1号·一台好戏小剧场
2023-06-07 19:30,上海,辛吉路的画材店,卡路:徐杭 塞修:尹智博 辛吉:林大钦,星空间2号·好好有戏剧场
2023-06-07 19:30,上海,翻国王棋,奥尔森:郭虹旭 克雷加德:李秋盟 戈布:李佳音 弗雷:于滨嘉 玛尼:刘明明 伊敦:暴晓萱,星空间77号·鲸剧场
2023-06-07 19:30,上海,蝶变,曼曼:胥子含 沈文君:邓贤凌 齐志平:黄周,星空间8号·一台好戏方寸剧场
2023-06-07 19:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:张毅凯 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-06-07 19:30,长沙,I LOVE YOU…,MAN1:白倬铭 WOMAN1:毛珏懿 MAN2:钱海睿 WOMAN2:马青利 钢琴:李俊成 小提琴:孙航,梅溪湖国际文化艺术中心大剧院
2023-06-07 19:30,常熟,唐朝诡事录之曼陀罗,苏无名:李炜鹏 卢凌风:郑艺彬 谢雁:李宸希 姜落声:崔秀丽 柳莺莺:湛嘉丽 徐自:李乐尧 罗一手:王靖棋 刘大:杜豪洪 陈氏:朱芷秋 顾田:王浩然 曼陀罗:文嫣 古筝:姚佳慧 笛箫尺八:杜子华,常熟大剧院
2023-06-08 11:30,成都,熊猫,,熊猫剧院
2023-06-08 15:30,西安,丝路之声,Joey:宋凯文 心慧/素素:安婧祎 刘子衡:张新川 许平儿:袁也 储君:张书豪 老班头:吴凯泽 大娘:杨雨婷 二娘:孙晶俐 三娘:林梦圆 王磬:闫栋,丝路欢乐世界·琴音剧场
2023-06-08 19:30,上海,城堡,霍姆斯:郭嘉轩 本杰明:钟舜傲 凯莉:冯远 托尼:李苏霖,上海共舞台
2023-06-08 19:30,上海,嗜血博士,爱德华:杨皓晨 乔纳森:汤佳明 玛莎:钱安琪,星空间1023号·涵金小剧场
2023-06-08 19:30,上海,阿波罗尼亚,理查德:徐佳文 奥斯卡:邵奕磊 史蒂夫:曹牧之,星空间1号·一台好戏小剧场
2023-06-08 19:30,上海,翻国王棋,奥尔森:蛋蛋 克雷加德:刘阳 戈布:李佳音 弗雷:车鸣笛 玛尼:刘明明 伊敦:杜钇樵,星空间77号·鲸剧场
2023-06-08 19:30,上海,嘿！亚利桑那,简:陈玉婷 比利:舒荣波 怀亚特:胡迪 约瑟芬:蔡馨怡 强尼:连江维 哈利:唐超 波特:高旭,嘿！亚利桑那
2023-06-08 19:30,上海,狄俄尼索斯,狄俄尼索斯:王樵知 阿波罗:王国栋 安普罗斯:赵毅劼 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈旭茂,星空间622号·BDWAY小剧场
2023-06-08 19:30,上海,蝶变,曼曼:郭耀嵘 沈文君:张沁丹 齐志平:黄周,星空间8号·一台好戏方寸剧场
2023-06-08 19:30,上海,谋杀歌谣,Tom:李向哲 Sara:孙乐仟 Michael:潘龙 旁白:覃一凡,上海老卵俱乐部
2023-06-08 19:30,北京,沉默的真相,江阳:叶麒圣 严良:吴俊鹏 李静:温雅祺 玲玲:刘乙萱 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
2023-06-08 19:30,成都,阿波罗尼亚,理查德:施博威 奥斯卡:朱亚洲 史蒂夫:李玉言,西部文化产业中心·一台好戏小剧场
2023-06-08 19:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:曾鑫 史蒂夫:郑文博,阿波罗尼亚·广州馆
2023-06-08 19:30,武汉,灯塔,霍普:文振宇 怀恩:张艺 守塔人:王皓,武汉剧院小剧场
2023-06-08 19:30,长沙,I LOVE YOU…,MAN1:白倬铭 WOMAN1:毛珏懿 MAN2:钱海睿 WOMAN2:马青利 钢琴:李俊成 小提琴:孙航,梅溪湖国际文化艺术中心大剧院
2023-06-09 11:30,成都,熊猫,,熊猫剧院
2023-06-09 15:30,西安,丝路之声,Joey:宋凯文 心慧/素素:田恬 刘子衡:张新川 许平儿:袁也 储君:谭建业 老班头:张书豪 大娘:杨雨婷 二娘:孙晶俐 三娘:林梦圆 王磬:闫栋,丝路欢乐世界·琴音剧场
2023-06-09 19:30,上海,城堡,霍姆斯:郭亢 本杰明:钟嘉诚 凯莉:马小乔 托尼:李磊,上海共舞台
2023-06-09 19:30,上海,女神在看,闪电:宗俊涛 石头:高杨 蝎子:赵伟钢 炮弹:刘官卫 勺子:孙欣业 野狼:徐步超 女神:张会芳,人民大舞台
2023-06-09 19:30,上海,呼救HELP,丹尼尔:王芯芯 费欧娜:年蔓婷 克莱尔:陈旭 影子:蒋芸,兰心大戏院
2023-06-09 19:30,上海,嗜血博士,爱德华:杨皓晨 乔纳森:汤佳明 玛莎:洪果,星空间1023号·涵金小剧场
2023-06-09 19:30,上海,致命旋律,尼古拉斯:于晓璘 科伦:王培杰 杰弗瑞:翟松 艾芙琳:丁辰西,长江剧场黑匣子
2023-06-09 19:30,上海,阿波罗尼亚,理查德:李苏霖 奥斯卡:邵奕磊 史蒂夫:李存贤,星空间1号·一台好戏小剧场
2023-06-09 19:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:沈恬 威廉&斯特里夫:陈旭茂 布兰琪&爱塔:邹子月,星空间815号·缪时客小剧场
2023-06-09 19:30,上海,小说,格雷·亨特:郭洧江 怀特·希斯曼:杜航 休·戴克:钱蒙楠,星空间115号·缪时客小剧场
2023-06-09 19:30,上海,FLAMES火焰,梅瑞狄斯:钱安琪 爱德蒙:孙豆尔 埃里克:顾易,星空间4号·缪时客小剧场
2023-06-09 19:30,上海,辛吉路的画材店,卡路:赵钱龙 塞修:牛博为 辛吉:王颢珏,星空间2号·好好有戏剧场
2023-06-09 19:30,上海,灯塔,霍普:邵立君 怀恩:王逸飞 守塔人:张哲豪,星空间9号·鲸剧场
2023-06-09 19:30,上海,翻国王棋,奥尔森:郭虹旭 克雷加德:刘阳 戈布:李佳音 弗雷:林大钦 玛尼:宋元明 伊敦:暴晓萱,星空间77号·鲸剧场
2023-06-09 19:30,上海,嘿！亚利桑那,简:陈玉婷 比利:王桓 怀亚特:施哲明 约瑟芬:王玙璠 强尼:连江维 哈利:唐超 波特:高尔金宝音,嘿！亚利桑那
2023-06-09 19:30,上海,狄俄尼索斯,狄俄尼索斯:黄可 阿波罗:刘牧 安普罗斯:刘明明 普罗辛诺斯/无名的人/阿里阿德涅/警察:韩逸秋,星空间622号·BDWAY小剧场
2023-06-09 19:30,上海,蝶变,曼曼:胥子含 沈文君:邓贤凌 齐志平:黄周,星空间8号·一台好戏方寸剧场
2023-06-09 19:30,上海,谋杀歌谣,Tom:梁宵默 Sara:陈棋尔 Michael:潘龙 旁白:沐里,上海老卵俱乐部
2023-06-09 19:30,北京,沉默的真相,江阳:毛二 严良:徐昊 李静:温雅祺 玲玲:刘乙萱 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
2023-06-09 19:30,北京,恋曲,邓禹平:李明屿 白玫:米晨晨 方丹:康珂然 胡莱:张超 廖师长:徐天戈 茜茜:赵昀迪 芬姐:王明怡 张导演:李博 现代导演:阿诺 白父:高斌 廖母:崔欣仪 老罗/形体指导:李依桐 贵妇人:周紫鑫 廖父:刘佳,天桥艺术中心中剧场
2023-06-09 19:30,北京,哈姆雷特,哈姆雷特:金圣权 克劳狄斯:郑棋元 葛楚德:朱梓溶 奥菲莉娅:林润欣 波洛涅斯:赵禹钧 赖尔蒂斯:胡超政 老哈姆雷特灵魂:胡芳洲 霍瑞修:刘锦,北京保利剧院
2023-06-09 19:30,成都,阿波罗尼亚,理查德:施博威 奥斯卡:朱亚洲 史蒂夫:李玉言,西部文化产业中心·一台好戏小剧场
2023-06-09 19:30,成都,灯塔,霍普:韩佳旭 怀恩:周靖杰 守塔人:罗涣涣,西部文化产业中心·鲸剧场
2023-06-09 19:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:曾鑫 史蒂夫:郑文博,阿波罗尼亚·广州馆
2023-06-09 19:30,武汉,灯塔,霍普:文振宇 怀恩:张鑫澳 守塔人:刘秫呈,武汉剧院小剧场
2023-06-09 19:30,重庆,一出好戏,蝙蝠:潘斌龙 马进:王天放 姗姗:严小北 小兴:周可人 张总:赵穆宸 小王:周国帅,重庆大剧院大剧场
2023-06-09 19:30,无锡,白夜行,唐泽雪穗:韩雪 桐原亮司:刘令飞 园村友彦:郑艺彬 高宫诚:邱椿博 笹垣润三:亚森 桐原洋介:张光磊 筱冢一成:纪晓坤 桐原弥生子/花冈夕子:张沁丹 藤村都子:王赵沫妍 川岛江利子:朱佳艳 筱冢美佳:何郝熙 松浦勇:张琦铭 中冢警官:范金锴 筱冢康晴:许翀烨 西本文代:刘禹彤 唐泽礼子:翟诗曼 舞蹈队长:李明哲 舞蹈队长:孙锋 演员/舞者:王鹏屹 演员/舞者:许智淇 演员/舞者:许伊瑶 演员/舞者:孙铖 演员/舞者:高小茜,无锡大剧院歌剧厅
2023-06-09 19:30,泉州,一封陌生女人的来信,少女:卢佩珊 青年女人:向瑞雪 中年女人:曹蕊 R:张传昊 约翰:刘洋 酒吧女:黄雪薇,泉州大剧院歌剧厅
2023-06-09 19:30,宁波,阿波罗尼亚,理查德:施天玮 奥斯卡:李信 史蒂夫:陈楷,天然舞台大剧场
2023-06-09 20:00,北京,威尼斯商人,鲍西亚:鲁芳岐 巴萨尼奧:孙化卓 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-06-09 20:00,成都,Hi Hi 莎士比亚,JULIA:黄雨蝶 CESAR:杜皓云 PATRICK:赵奕然 HELEN:王竞琦,off stage live
2023-06-10 11:30,成都,熊猫,,熊猫剧院
2023-06-10 14:00,上海,翻国王棋,奥尔森:刘瀚聪 克雷加德:刘阳 戈布:王颢珏 弗雷:于滨嘉 玛尼:刘明明 伊敦:马小乔,星空间77号·鲸剧场
2023-06-10 14:00,成都,熊猫,,熊猫剧院
2023-06-10 14:30,上海,城堡,霍姆斯:郭嘉轩 本杰明:张旭辰 凯莉:冯远 托尼:李磊,上海共舞台
2023-06-10 14:30,上海,女神在看,闪电:钟舜傲 石头:夏阳 蝎子:张玮伦 炮弹:刘官卫 勺子:白瀚祥 野狼:毛寅东 女神:周惠怡,人民大舞台
2023-06-10 14:30,上海,呼救HELP,丹尼尔:李向哲 费欧娜:年蔓婷 克莱尔:陈旭 影子:蒋芸,兰心大戏院
2023-06-10 14:30,上海,嗜血博士,爱德华:顾易 乔纳森:田野 玛莎:洪果,星空间1023号·涵金小剧场
2023-06-10 14:30,上海,致命旋律,尼古拉斯:朱家鹏 科伦:张智伟 杰弗瑞:方银河 艾芙琳:秦子淳,长江剧场黑匣子
2023-06-10 14:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:暴晓萱 威廉&斯特里夫:陈旭茂 布兰琪&爱塔:黄可,星空间815号·缪时客小剧场
2023-06-10 14:30,上海,小说,格雷·亨特:饶恒宇 怀特·希斯曼:相征 休·戴克:徐步超,星空间115号·缪时客小剧场
2023-06-10 14:30,上海,FLAMES火焰,梅瑞狄斯:彭筱涵 爱德蒙:孙豆尔 埃里克:汤佳明,星空间4号·缪时客小剧场
2023-06-10 14:30,上海,辛吉路的画材店,卡路:李珏 塞修:董豫辰 辛吉:林大钦,星空间2号·好好有戏剧场
2023-06-10 14:30,上海,灯塔,霍普:元佳辰 怀恩:冯文彦 守塔人:翟松,星空间9号·鲸剧场
2023-06-10 14:30,上海,嘿！亚利桑那,简:陈玉婷 比利:曹牧之 怀亚特:刘勃汐 约瑟芬:王玙璠 强尼:连江维 哈利:唐超 波特:高尔金宝音,嘿！亚利桑那
2023-06-10 14:30,上海,蝶变,曼曼:钱安琪 沈文君:赵雨卉 齐志平:黄周,星空间8号·一台好戏方寸剧场
2023-06-10 14:30,北京,沉默的真相,江阳:叶麒圣 严良:吴俊鹏 李静:江南 玲玲:于佳鑫 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
2023-06-10 14:30,北京,恋曲,邓禹平:李明屿 白玫:米晨晨 方丹:康珂然 胡莱:张超 廖师长:徐天戈 茜茜:赵昀迪 芬姐:王明怡 张导演:李博 现代导演:阿诺 白父:高斌 廖母:崔欣仪 老罗/形体指导:李依桐 贵妇人:周紫鑫 廖父:刘佳,天桥艺术中心中剧场
2023-06-10 14:30,北京,威尼斯商人,鲍西亚:鲁芳岐 巴萨尼奧:李嘉骏 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-06-10 15:00,武汉,灯塔,霍普:曾阵 怀恩:张艺 守塔人:汤俊军,武汉剧院小剧场
2023-06-10 15:30,西安,丝路之声,Joey:梁广 心慧/素素:田恬 刘子衡:江柏成 许平儿:安婧祎 储君:张书豪 老班头:吴凯泽 大娘:杨雨婷 二娘:孙晶俐 三娘:林梦圆 王磬:闫栋,丝路欢乐世界·琴音剧场
2023-06-10 19:30,上海,城堡,霍姆斯:郭亢 本杰明:杨皓晨 凯莉:郭耀嵘 托尼:李苏霖,上海共舞台
2023-06-10 19:30,上海,女神在看,闪电:宗俊涛 石头:高雨晨 蝎子:赵毅劼 炮弹:刘官卫 勺子:白瀚祥 野狼:徐步超 女神:张会芳,人民大舞台
2023-06-10 19:30,上海,呼救HELP,丹尼尔:王芯芯 费欧娜:年蔓婷 克莱尔:陈旭 影子:蒋芸,兰心大戏院
2023-06-10 19:30,上海,嗜血博士,爱德华:朱微之 乔纳森:管重昊 玛莎:钱安琪,星空间1023号·涵金小剧场
2023-06-10 19:30,上海,致命旋律,尼古拉斯:于晓璘 科伦:王培杰 杰弗瑞:翟松 艾芙琳:丁辰西,长江剧场黑匣子
2023-06-10 19:30,上海,阿波罗尼亚,理查德:郭洧江 奥斯卡:李政绪 史蒂夫:赵霄汉,星空间1号·一台好戏小剧场
2023-06-10 19:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:沈恬 威廉&斯特里夫:杜航 布兰琪&爱塔:卓群,星空间815号·缪时客小剧场
2023-06-10 19:30,上海,小说,格雷·亨特:牛博为 怀特·希斯曼:相征 休·戴克:毛寅东,星空间115号·缪时客小剧场
2023-06-10 19:30,上海,FLAMES火焰,梅瑞狄斯:彭筱涵 爱德蒙:钱蒙楠 埃里克:邵立君,星空间4号·缪时客小剧场
2023-06-10 19:30,上海,辛吉路的画材店,卡路:赵钱龙 塞修:于滨嘉 辛吉:吴志军,星空间2号·好好有戏剧场
2023-06-10 19:30,上海,翻国王棋,奥尔森:蛋蛋 克雷加德:遇泓羊 戈布:李佳音 弗雷:车鸣笛 玛尼:宋元明 伊敦:暴晓萱,星空间77号·鲸剧场
2023-06-10 19:30,上海,嘿！亚利桑那,简:陈玉婷 比利:舒荣波 怀亚特:王逸飞 约瑟芬:王玙璠 强尼:连江维 哈利:唐超 波特:高尔金宝音,嘿！亚利桑那
2023-06-10 19:30,上海,狄俄尼索斯,狄俄尼索斯:陈晓琼 阿波罗:孙豆尔 安普罗斯:田野 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈膺浩,星空间622号·BDWAY小剧场
2023-06-10 19:30,上海,蝶变,曼曼:叶嘉雯 沈文君:苗梦初 齐志平:付世刚,星空间8号·一台好戏方寸剧场
2023-06-10 19:30,北京,沉默的真相,江阳:叶麒圣 严良:徐昊 李静:江南 玲玲:于佳鑫 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
2023-06-10 19:30,北京,恋曲,邓禹平:李明屿 白玫:米晨晨 方丹:康珂然 胡莱:李昊阳 廖师长:徐天戈 茜茜:赵昀迪 芬姐:王明怡 张导演:李博 现代导演:阿诺 白父:高斌 廖母:崔欣仪 老罗/形体指导:李依桐 贵妇人:周紫鑫 廖父:刘佳,天桥艺术中心中剧场
2023-06-10 19:30,北京,哈姆雷特,哈姆雷特:金圣权 克劳狄斯:郑棋元 葛楚德:朱芾 奥菲莉娅:余思冉 波洛涅斯:庞盛之 赖尔蒂斯:胡超政 老哈姆雷特灵魂:赵禹钧 霍瑞修:殷浩伦,北京保利剧院
2023-06-10 19:30,北京,威尼斯商人,鲍西亚:鲁芳岐 巴萨尼奧:李嘉骏 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-06-10 19:30,北京,想把我唱给您听,,小柯剧场
2023-06-10 19:30,成都,阿波罗尼亚,理查德:唐浩瑜 奥斯卡:朱亚洲 史蒂夫:段霁洛,西部文化产业中心·一台好戏小剧场
2023-06-10 19:30,成都,灯塔,霍普:杨博皓 怀恩:杜皓云 守塔人:杜舟,西部文化产业中心·鲸剧场
2023-06-10 19:30,广州,阿波罗尼亚,理查德:杨宇威 奥斯卡:张毅凯 史蒂夫:郑文博,阿波罗尼亚·广州馆
2023-06-10 19:30,武汉,灯塔,霍普:文振宇 怀恩:陈梓煊 守塔人:刘秫呈,武汉剧院小剧场
2023-06-10 19:30,西安,琵琶行,白居易:吴题 琵琶女:董冰馨 元稹:金少白 空海:李彦辉 突公公:汪仁鹏 卖炭翁:罗跃礼 白僖:九是无名 吴仁:蔺彦沛 诗人:刘勇 少年白居易:黎忆秦 少年湘灵:陈垚 中年湘灵:梁梦瑶,西安人民剧院
2023-06-10 19:30,重庆,一出好戏,蝙蝠:潘斌龙 马进:王天放 姗姗:严小北 小兴:周可人 张总:赵穆宸 小王:周国帅,重庆大剧院大剧场
2023-06-10 19:30,无锡,白夜行,唐泽雪穗:韩雪 桐原亮司:刘令飞 园村友彦:郑艺彬 高宫诚:邱椿博 笹垣润三:亚森 桐原洋介:张光磊 筱冢一成:纪晓坤 桐原弥生子/花冈夕子:张沁丹 藤村都子:王赵沫妍 川岛江利子:朱佳艳 筱冢美佳:何郝熙 松浦勇:张琦铭 中冢警官:范金锴 筱冢康晴:许翀烨 西本文代:刘禹彤 唐泽礼子:翟诗曼 舞蹈队长:李明哲 舞蹈队长:孙锋 演员/舞者:王鹏屹 演员/舞者:许智淇 演员/舞者:许伊瑶 演员/舞者:孙铖 演员/舞者:高小茜,无锡大剧院歌剧厅
2023-06-10 19:30,宁波,阿波罗尼亚,理查德:施天玮 奥斯卡:李信 史蒂夫:陈楷,天然舞台大剧场
2023-06-10 20:00,成都,Hi Hi 莎士比亚,JULIA:叶思琳 CESAR:缪银海 PATRICK:赵嘉恒 HELEN:姚一依,off stage live
2023-06-11 11:30,成都,熊猫,,熊猫剧院
2023-06-11 14:00,成都,熊猫,,熊猫剧院
2023-06-11 14:30,上海,城堡,霍姆斯:赵伟钢 本杰明:钟舜傲 凯莉:刘浩冉 托尼:李磊,上海共舞台
2023-06-11 14:30,上海,女神在看,闪电:施哲明 石头:高杨 蝎子:赵毅劼 炮弹:刘官卫 勺子:孙欣业 野狼:毛寅东 女神:周惠怡,人民大舞台
2023-06-11 14:30,上海,呼救HELP,丹尼尔:舒杨 费欧娜:年蔓婷 克莱尔:张沁丹 影子:蒋芸,兰心大戏院
2023-06-11 14:30,上海,嗜血博士,爱德华:朱微之 乔纳森:田野 玛莎:洪果,星空间1023号·涵金小剧场
2023-06-11 14:30,上海,致命旋律,尼古拉斯:朱家鹏 科伦:张智伟 杰弗瑞:李信 艾芙琳:丁辰西,长江剧场黑匣子
2023-06-11 14:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:暴晓萱 威廉&斯特里夫:薛尚文 布兰琪&爱塔:周钰斐,星空间815号·缪时客小剧场
2023-06-11 14:30,上海,小说,格雷·亨特:余镇鳌 怀特·希斯曼:汤佳明 休·戴克:钱蒙楠,星空间115号·缪时客小剧场
2023-06-11 14:30,上海,辛吉路的画材店,卡路:李珏 塞修:牛博为 辛吉:林大钦,星空间2号·好好有戏剧场
2023-06-11 14:30,上海,灯塔,霍普:邵立君 怀恩:崔承宇 守塔人:刘瀚聪,星空间9号·鲸剧场
2023-06-11 14:30,上海,嘿！亚利桑那,简:李梓溪 比利:舒荣波 怀亚特:胡迪 约瑟芬:卓群 强尼:褚俊驰 哈利:宋凯文 波特:智博闻,嘿！亚利桑那
2023-06-11 14:30,上海,狄俄尼索斯,狄俄尼索斯:陈晓琼 阿波罗:刘牧 安普罗斯:刘明明 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈旭茂,星空间622号·BDWAY小剧场
2023-06-11 14:30,上海,蝶变,曼曼:胥子含 沈文君:苗梦初 齐志平:刘泽星,星空间8号·一台好戏方寸剧场
2023-06-11 14:30,北京,沉默的真相,江阳:毛二 严良:徐昊 李静:江南 玲玲:刘乙萱 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
2023-06-11 14:30,北京,恋曲,邓禹平:李明屿 白玫:米晨晨 方丹:康珂然 胡莱:李昊阳 廖师长:徐天戈 茜茜:赵昀迪 芬姐:王明怡 张导演:李博 现代导演:阿诺 白父:高斌 廖母:崔欣仪 老罗/形体指导:李依桐 贵妇人:周紫鑫 廖父:刘佳,天桥艺术中心中剧场
2023-06-11 14:30,北京,威尼斯商人,鲍西亚:鲁芳岐 巴萨尼奧:李嘉骏 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-06-11 14:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:曾鑫 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-06-11 15:00,武汉,灯塔,霍普:曾阵 怀恩:张鑫澳 守塔人:刘秫呈,武汉剧院小剧场
2023-06-11 15:30,西安,丝路之声,Joey:梁广 心慧/素素:安婧祎 刘子衡:江柏成 许平儿:袁也 储君:张书豪 老班头:吴凯泽 大娘:杨雨婷 二娘:孙晶俐 三娘:林梦圆 王磬:闫栋,丝路欢乐世界·琴音剧场
2023-06-11 16:00,北京,想把我唱给您听,,小柯剧场
2023-06-11 16:30,上海,谋杀歌谣,Tom:梁宵默 Sara:叶嘉雯 Michael:顾易 旁白:孙乐仟,上海老卵俱乐部
2023-06-11 16:30,成都,灯塔,霍普:杨博皓 怀恩:王世鑫 守塔人:范杰,西部文化产业中心·鲸剧场
2023-06-11 19:30,上海,城堡,霍姆斯:高杨 本杰明:贾凡 凯莉:冯远 托尼:夏阳,上海共舞台
2023-06-11 19:30,上海,女神在看,闪电:施哲明 石头:高雨晨 蝎子:张玮伦 炮弹:张琦铭 勺子:孙欣业 野狼:徐步超 女神:张会芳,人民大舞台
2023-06-11 19:30,上海,呼救HELP,丹尼尔:李向哲 费欧娜:年蔓婷 克莱尔:张沁丹 影子:蒋芸,兰心大戏院
2023-06-11 19:30,上海,嗜血博士,爱德华:杨皓晨 乔纳森:徐佳文 玛莎:钱安琪,星空间1023号·涵金小剧场
2023-06-11 19:30,上海,致命旋律,尼古拉斯:朱家鹏 科伦:张智伟 杰弗瑞:翟松 艾芙琳:刁梦雪,长江剧场黑匣子
2023-06-11 19:30,上海,桑塔露琪亚,Stevie:曹牧之 Chi Chi:周仕麒 Sonny Boy:朱亮,星空间6号·一台好戏小剧场
2023-06-11 19:30,上海,FLAMES火焰,梅瑞狄斯:陈旭 爱德蒙:孙豆尔 埃里克:徐杭,星空间4号·缪时客小剧场
2023-06-11 19:30,上海,辛吉路的画材店,卡路:温升宝 塞修:尹智博 辛吉:王颢珏,星空间2号·好好有戏剧场
2023-06-11 19:30,上海,灯塔,霍普:宋凯文 怀恩:冯文彦 守塔人:李信,星空间9号·鲸剧场
2023-06-11 19:30,上海,翻国王棋,奥尔森:郭虹旭 克雷加德:刘阳 戈布:刘官卫 弗雷:于滨嘉 玛尼:刘明明 伊敦:李佳音,星空间77号·鲸剧场
2023-06-11 19:30,上海,蝶变,曼曼:郭耀嵘 沈文君:丁辰西 齐志平:黄周,星空间8号·一台好戏方寸剧场
2023-06-11 19:30,上海,谋杀歌谣,Tom:王逸飞 Sara:孙乐仟 Michael:姜呈洋 旁白:杜钇樵,上海老卵俱乐部
2023-06-11 19:30,北京,沉默的真相,江阳:叶麒圣 严良:吴俊鹏 李静:江南 玲玲:刘乙萱 张超:张艺宝 朱伟:张云轩 陈明章:桑可舟 赵铁民:郝晓辉 李建国:刘政 吴爱可:罗玉玲 岳军:赵洪博 孙红运:丁伟 高栋:傅震华 多功能1:周波 多功能2:胡洁 多功能3:易群,天桥艺术中心大剧场
