时间,城市,音乐剧,卡司,剧院
2024-01-01 11:00,成都,熊猫,,熊猫剧院
2024-01-01 13:20,成都,熊猫,,熊猫剧院
2024-01-01 14:00,上海,LIZZIE丽兹,严小北 丁臻滢 陈姝月 宁梦恬,星空间11号·MOriginal Box
2024-01-01 14:00,上海,周生如故,张泽 徐瑶 毛二 黎宛曈 车鸣笛 张艺 毛珏懿 李浩楠,上剧场
2024-01-01 14:00,西安,丝路之声,宋凯文 年蔓婷 江柏成 孙晶俐 张书豪 吴凯泽 杨雨婷 王笑语 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2024-01-01 14:30,上海,小说,钱蒙楠 钟嘉诚 纪晓坤,人民大舞台
2024-01-01 14:30,上海,嗜血博士,顾易 何铭海 蔡馨怡,星空间1023号·涵金小剧场
2024-01-01 14:30,上海,月亮与六便士,孙豆尔 陈旭 陈旭茂 盛可欣,星空间815号·缪时客小剧场
2024-01-01 14:30,上海,小说,陈楷 汤佳明 徐步超,星空间115号·缪时客小剧场
2024-01-01 14:30,上海,FLAMES火焰,廖婧媛 田野 相征,星空间4号·缪时客小剧场
2024-01-01 14:30,上海,灯塔,郭洧江 尹智博 张鼎棋,星空间9号·鲸剧场
2024-01-01 14:30,上海,嘿！亚利桑那,吴杭律 王桓 王逸飞 于梦滢 连江维 周波 高尔金宝音,嘿！亚利桑那
2024-01-01 14:30,上海,摇滚太白·诗与星,胥子含 范可妮 王珏语涵,星空间407号·她剧场
2024-01-01 14:30,上海,时光代理人,白倬铭 王敏辉 冯鑫垚 郭珍艳 张嘉豪,时光剧场
2024-01-01 14:30,上海,#0528,温升宝 林大钦 刘瀚聪,星空间28号·好好有戏小剧场
2024-01-01 14:30,上海,当你心动时,马灵奇 朱亚洲 黄可,星空间12号·耶比剧场
2024-01-01 14:30,上海,AI,翟松 卓群,长宁来福士The Bell 钟楼演艺新空间
2024-01-01 14:30,上海,致爱,邓贤凌 傅祥安,亚洲大厦·星空间黑匣子
2024-01-01 14:30,上海,两个人的谋杀,陈泽杨 蔡鼎延,开心麻花U剧场
2024-01-01 14:30,上海,疯子与赞美诗,张铎 钟子崴,星空间111号·墨剧场
2024-01-01 14:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-01 14:30,北京,婚礼歌手,李卓远 鲁芳岐 李子健 马凯漪 郭禹良 董韦凯 刘思纤 崔欣仪 乌尼思,朝阳剧场
2024-01-01 14:30,成都,致命旋律,杨博皓 刘钊 杜舟 项倩,成都开心麻花9剧场
2024-01-01 14:30,广州,阿波罗尼亚,郑金铠 王常凯 李坤嘉,阿波罗尼亚·广州馆
2024-01-01 15:20,成都,熊猫,,熊猫剧院
2024-01-01 16:00,北京,艺术区,,小柯剧场
2024-01-01 16:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-01-01 17:00,上海,阿尔托，梵高,邵立君 宋元明 智博闻,星空间17号·NFP小剧场
2024-01-01 17:00,上海,LIZZIE丽兹,刘乙萱 张沁丹 陈姝月 党韫葳,星空间11号·MOriginal Box
2024-01-01 17:00,上海,彗星来电,杜鑫艳 鞠红川 周默涵,星空间3号·MOriginal Box
2024-01-01 18:30,上海,玻璃猫鱼和科里奥利效应,张超 廖婧媛 董志勇 孔奕懿 黄偲 杨佳鹏 陈芸倩 孔奕懿 李志杰 赖舒云 黄屿琦,上音歌剧院歌剧厅
2024-01-01 19:30,上海,灵魂摆渡之永生,于毅 瞿艺 于佳鑫 孙乐仟 纪晓坤 赵嘉豪 高有顺 王嘉 朱凯龙 潘天国 王奕 林梦艾 王冠华 陈诗丹 邹楚瑜 莫玉滢,云峰剧院
2024-01-01 19:30,上海,小说,钱蒙楠 钟嘉诚 张云轩,人民大舞台
2024-01-01 19:30,上海,嗜血博士,王芯芯 蒋芸 刘晓,星空间1023号·涵金小剧场
2024-01-01 19:30,上海,桑塔露琪亚,牛博为 王浩楠 吴以瀚,星空间6号·一台好戏小剧场
2024-01-01 19:30,上海,阿波罗尼亚,施天玮 邵奕磊 杜航,星空间1号·一台好戏小剧场
2024-01-01 19:30,上海,辛吉路的画材店,李珏 董豫辰 刘瀚聪,星空间2号·好好有戏剧场
2024-01-01 19:30,上海,蝶变,赵嘉艳 丁辰西 刘泽星,星空间8号·一台好戏方寸剧场
2024-01-01 19:30,上海,双重危机,杨映宇 李存贤,星空间19号
2024-01-01 19:30,上海,摇滚太白·诗与星,王款儿 易群 钟嘉媚,星空间407号·她剧场
2024-01-01 19:30,上海,少年歌行·梵音谣,王桓 周宇杰 诸葛北辰 叶炜航,星空间81号·白剧场
2024-01-01 19:30,上海,梦微之,沈育奇 许昌泰,星空间33号 鲸·剧场
2024-01-01 19:30,上海,时光代理人,丁星辰 杜光祎 冯鑫垚 郭珍艳 周波,时光剧场
2024-01-01 19:30,上海,#0528,夏阳 徐步超 王颢珏,星空间28号·好好有戏小剧场
2024-01-01 19:30,上海,当你心动时,徐佳文 施博威 葛洧吟,星空间12号·耶比剧场
2024-01-01 19:30,上海,AI,舒杨 陈棋尔,长宁来福士The Bell 钟楼演艺新空间
2024-01-01 19:30,上海,致爱,王洁璐 白倬铭,亚洲大厦·星空间黑匣子
2024-01-01 19:30,上海,疯子与赞美诗,傅祥安 张琛,星空间111号·墨剧场
2024-01-01 19:30,北京,婚礼歌手,王帅 鲁芳岐 帕赛 李想 郭禹良 刘治威 文颖倩 乌尼思 赵梓岑,朝阳剧场
2024-01-01 19:30,成都,阿波罗尼亚,王博睿 周靖杰 杜牧,西部文化产业中心·一台好戏小剧场
2024-01-01 19:30,成都,双面奇才,杨博皓 袁也 陈画风 于畅 肖杨 张飞扬 查宗伯 冯韵颖,四川歌舞大剧院
2024-01-01 19:30,武汉,小说,文振宇 刘子赫 王皓,武演新空间（梦时代馆）
2024-01-02 14:00,成都,熊猫,,熊猫剧院
2024-01-02 14:00,西安,丝路之声,梁广 田恬 周熙智 孙晶俐 谭建业 张书豪 孙紫薇 王笑语 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2024-01-02 19:30,上海,嗜血博士,赵钱龙 王颢珏 洪果,星空间1023号·涵金小剧场
2024-01-02 19:30,上海,阿尔托，梵高,朱微之 施博威 何铭海,星空间17号·NFP小剧场
2024-01-02 19:30,上海,AI,王国栋 孙彩纶,长宁来福士The Bell 钟楼演艺新空间
2024-01-02 19:30,上海,致爱,李梓溪 白倬铭,亚洲大厦·星空间黑匣子
2024-01-02 19:30,上海,彗星来电,丁辰西 李存贤 陈楷,星空间3号·MOriginal Box
2024-01-03 14:00,成都,熊猫,,熊猫剧院
2024-01-03 14:00,西安,丝路之声,梁广 田恬 刘靖 孙晶俐 张书豪 吴凯泽 孙紫薇 王笑语 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2024-01-03 19:30,上海,小说,于晓璘 冒海飞 桑可舟,人民大舞台
2024-01-03 19:30,上海,嗜血博士,杨皓晨 田野 潘珏辰,星空间1023号·涵金小剧场
2024-01-03 19:30,上海,桑塔露琪亚,赵霄汉 王浩楠 陈志,星空间6号·一台好戏小剧场
2024-01-03 19:30,上海,阿波罗尼亚,朱亮 邵奕磊 李存贤,星空间1号·一台好戏小剧场
2024-01-03 19:30,上海,辛吉路的画材店,温升宝 姜义哲 林大钦,星空间2号·好好有戏剧场
2024-01-03 19:30,上海,蝶变,郭耀嵘 张沁丹 刘洪书,星空间8号·一台好戏方寸剧场
2024-01-03 19:30,上海,#0528,江泽辰 于滨嘉 李珏,星空间28号·好好有戏小剧场
2024-01-03 19:30,上海,AI,王国栋 覃一凡,长宁来福士The Bell 钟楼演艺新空间
2024-01-03 19:30,上海,致爱,李梓溪 张博俊,亚洲大厦·星空间黑匣子
2024-01-03 19:30,上海,彗星来电,刘烨 徐佳文 施博威,星空间3号·MOriginal Box
2024-01-03 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-04 14:00,成都,熊猫,,熊猫剧院
2024-01-04 14:00,西安,丝路之声,宋凯文 田恬 刘靖 孙晶俐 张书豪 吴凯泽 孙紫薇 王笑语 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2024-01-04 19:30,上海,玻璃猫鱼和科里奥利效应,张超 蔡璐 黄炜帆 雷美玲 尤宣程 杨佳鹏 陈芸倩 黄偲 李志杰 孔奕懿 黄屿琦,上音歌剧院歌剧厅
2024-01-04 19:30,上海,嗜血博士,顾易 何铭海 葛洧吟,星空间1023号·涵金小剧场
2024-01-04 19:30,上海,桑塔露琪亚,牛博为 王浩楠 陈志,星空间6号·一台好戏小剧场
2024-01-04 19:30,上海,阿波罗尼亚,徐杭 张智涵 赵霄汉,星空间1号·一台好戏小剧场
2024-01-04 19:30,上海,阿尔托，梵高,朱微之 钟子崴 张鼎棋,星空间17号·NFP小剧场
2024-01-04 19:30,上海,蝶变,赵嘉艳 丁辰西 刘泽星,星空间8号·一台好戏方寸剧场
2024-01-04 19:30,上海,时光代理人,丁星辰 吴以瀚 冯鑫垚 郭珍艳 许放星,时光剧场
2024-01-04 19:30,上海,AI,汤邵文 陈棋尔,长宁来福士The Bell 钟楼演艺新空间
2024-01-04 19:30,上海,致爱,周文嘉 舒荣波,亚洲大厦·星空间黑匣子
2024-01-04 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-04 19:30,成都,阿波罗尼亚,王博睿 周靖杰 杜牧,西部文化产业中心·一台好戏小剧场
2024-01-04 19:30,广州,阿波罗尼亚,郭洧江 赵嘉恒 邓欣锐,阿波罗尼亚·广州馆
2024-01-05 14:00,成都,熊猫,,熊猫剧院
2024-01-05 14:00,西安,丝路之声,宋凯文 田恬 刘靖 李佳璐 谭建业 尉梦飞 孙紫薇 孙晶俐 林梦圆 闫栋,丝路欢乐世界·琴音剧场
2024-01-05 18:30,上海,玻璃猫鱼和科里奥利效应,刘彬濠 赵书雨 黄炜帆 雷美玲 尤宣程 杨佳鹏 朱艺晴 黄偲 李志杰 孔奕懿 黄屿琦,上音歌剧院歌剧厅
2024-01-05 19:30,上海,小说,王瀚宇 钟嘉诚 纪晓坤,人民大舞台
2024-01-05 19:30,上海,嗜血博士,朱微之 汤佳明 赵子萌,星空间1023号·涵金小剧场
2024-01-05 19:30,上海,桑塔露琪亚,赵霄汉 姜崃 朱亮,星空间6号·一台好戏小剧场
2024-01-05 19:30,上海,阿波罗尼亚,徐佳文 张智涵 李存贤,星空间1号·一台好戏小剧场
2024-01-05 19:30,上海,小说,相征 周宇杰 汤邵文,星空间115号·缪时客小剧场
2024-01-05 19:30,上海,FLAMES火焰,陈旭 孙豆尔 施博威,星空间4号·缪时客小剧场
2024-01-05 19:30,上海,辛吉路的画材店,徐杭 于滨嘉 顾易,星空间2号·好好有戏剧场
2024-01-05 19:30,上海,嘿！亚利桑那,吴杭律 刘瀚聪 王逸飞 周文嘉 王壹 唐超 高尔金宝音,嘿！亚利桑那
2024-01-05 19:30,上海,蝶变,胥子含 邓贤凌 付世刚,星空间8号·一台好戏方寸剧场
2024-01-05 19:30,上海,周生如故,徐昊 徐瑶 毛二 黎宛曈 车鸣笛 张艺 钱安琪 李浩楠,上剧场
2024-01-05 19:30,上海,双重危机,邵奕磊 张博俊,星空间19号
2024-01-05 19:30,上海,少年歌行·梵音谣,王桓 王国栋 范浩泽 王天乐,星空间81号·白剧场
2024-01-05 19:30,上海,梦微之,余镇鳌 赵洪博,星空间33号 鲸·剧场
2024-01-05 19:30,上海,时光代理人,舒荣波 王敏辉 强东玥 恩妤 李泽熙,时光剧场
2024-01-05 19:30,上海,#0528,姜义哲 吴志军 王颢珏,星空间28号·好好有戏小剧场
2024-01-05 19:30,上海,当你心动时,许昌泰 万钰彬 黄旖,星空间12号·耶比剧场
2024-01-05 19:30,上海,AI,张铎 卓群,长宁来福士The Bell 钟楼演艺新空间
2024-01-05 19:30,上海,致爱,王洁璐 白倬铭,亚洲大厦·星空间黑匣子
2024-01-05 19:30,上海,两个人的谋杀,陈泽杨 蔡鼎延,开心麻花U剧场
2024-01-05 19:30,上海,疯子与赞美诗,傅祥安 周一男,星空间111号·墨剧场
2024-01-05 19:30,北京,艺术区,,小柯剧场
2024-01-05 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-05 19:30,北京,致命旋律,刘思杰 武阳坤 李乐尧 刘晓燕,开心麻花磁剧场
2024-01-05 19:30,北京,婚礼歌手,王帅 鲁芳岐 李子健 李想 郭禹良 刘治威 刘思纤 崔欣仪 乌尼思,朝阳剧场
2024-01-05 19:30,成都,阿波罗尼亚,郑金铠 周靖杰 杜牧,西部文化产业中心·一台好戏小剧场
2024-01-05 19:30,成都,双面奇才,杨博皓 田格 陈画风 于畅 肖杨 张飞扬 查宗伯 冯韵颖,四川歌舞大剧院
2024-01-05 19:30,广州,阿波罗尼亚,郭洧江 赵嘉恒 邓欣锐,阿波罗尼亚·广州馆
2024-01-05 19:30,武汉,灯塔,黄磊 张鑫澳 王皓,武汉剧院武演新空间
2024-01-05 19:30,杭州,道林格雷的画像,张泽 刘岩 胡迪 刘浩冉 张沁丹,杭州大剧院(歌剧院)
2024-01-05 20:00,上海,LIZZIE丽兹,严小北 申霓 陈姝月 王艺鸥,星空间11号·MOriginal Box
2024-01-06 14:00,上海,玻璃猫鱼和科里奥利效应,刘彬濠 赵书雨 黄炜帆 雷美玲 尤宣程 杨佳鹏 陈芸倩 黄偲 李志杰 孔奕懿 黄屿琦,上音歌剧院歌剧厅
2024-01-06 14:00,上海,疯子与赞美诗,许放星 刘朱烨,星空间111号·墨剧场
2024-01-06 14:00,成都,熊猫,,熊猫剧院
2024-01-06 14:00,南京,火蔷薇,,花乐逗新街口店9馆
2024-01-06 14:00,西安,丝路之声,梁广 田恬 江柏成 孙晶俐 张书豪 吴凯泽 孙紫薇 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-01-06 14:30,上海,小说,王培杰 马海生 张云轩,人民大舞台
2024-01-06 14:30,上海,嗜血博士,施天玮 徐步超 贾景伊,星空间1023号·涵金小剧场
2024-01-06 14:30,上海,小说,丁星辰 霍泽安 杜航,星空间115号·缪时客小剧场
2024-01-06 14:30,上海,FLAMES火焰,陈旭 田野 相征,星空间4号·缪时客小剧场
2024-01-06 14:30,上海,辛吉路的画材店,徐杭 尹智博 顾易,星空间2号·好好有戏剧场
2024-01-06 14:30,上海,灯塔,邵立君 孙博 孙欣业,星空间9号·鲸剧场
2024-01-06 14:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 刘勃汐 王玙璠 连江维 唐超 高尔金宝音,嘿！亚利桑那
2024-01-06 14:30,上海,蝶变,胥子含 邓贤凌 付世刚,星空间8号·一台好戏方寸剧场
2024-01-06 14:30,上海,双重危机,祝颂皓 李政绪,星空间19号
2024-01-06 14:30,上海,摇滚太白·诗与星,钱安琪 陈姝月 许诗翊,星空间407号·她剧场
2024-01-06 14:30,上海,少年歌行·梵音谣,王桓 汤邵文 范浩泽 李春胤,星空间81号·白剧场
2024-01-06 14:30,上海,时光代理人,蔡淇 王敏辉 吴杭律 朱佳艳 李泽熙,时光剧场
2024-01-06 14:30,上海,当你心动时,徐佳文 施博威 黄可,星空间12号·耶比剧场
2024-01-06 14:30,上海,AI,王国栋 强东玥,长宁来福士The Bell 钟楼演艺新空间
2024-01-06 14:30,上海,致爱,冯远 林大钦,亚洲大厦·星空间黑匣子
2024-01-06 14:30,上海,两个人的谋杀,陈泽杨 蔡鼎延,开心麻花U剧场
2024-01-06 14:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-06 14:30,北京,致命旋律,朱家鹏 武阳坤 李乐尧 曹小欠儿,开心麻花磁剧场
2024-01-06 14:30,北京,婚礼歌手,王帅 艾霖 李子健 马凯漪 吕思含 董韦凯 文颖倩 乌尼思 赵梓岑,朝阳剧场
2024-01-06 15:00,武汉,小说,唐飞 刘子赫 刘秫呈,武演新空间（梦时代馆）
2024-01-06 17:00,上海,LIZZIE丽兹,严小北 杜鑫艳 周文嘉 王艺鸥,星空间11号·MOriginal Box
2024-01-06 17:00,上海,彗星来电,宁梦恬 鞠红川 周默涵,星空间3号·MOriginal Box
2024-01-06 17:00,上海,疯子与赞美诗,傅祥安 刘朱烨,星空间111号·墨剧场
2024-01-06 18:30,上海,玻璃猫鱼和科里奥利效应,张超 赵书雨 黄炜帆 雷美玲 尤宣程 杨佳鹏 朱艺晴 黄偲 李志杰 孔奕懿 黄屿琦,上音歌剧院歌剧厅
2024-01-06 19:30,上海,小说,于晓璘 冒海飞 桑可舟,人民大舞台
2024-01-06 19:30,上海,嗜血博士,杨皓晨 管重昊 蔡馨怡,星空间1023号·涵金小剧场
2024-01-06 19:30,上海,桑塔露琪亚,董豫辰 邵奕磊 李珏,星空间6号·一台好戏小剧场
2024-01-06 19:30,上海,阿波罗尼亚,朱亮 姜崃 牛博为,星空间1号·一台好戏小剧场
2024-01-06 19:30,上海,月亮与六便士,孙豆尔 欧阳乔子 王壹 盛可欣,星空间815号·缪时客小剧场
2024-01-06 19:30,上海,小说,相征 舒杨 徐步超,星空间115号·缪时客小剧场
2024-01-06 19:30,上海,FLAMES火焰,谢一溦 钱蒙楠 汤佳明,星空间4号·缪时客小剧场
2024-01-06 19:30,上海,辛吉路的画材店,赵钱龙 姜义哲 吴志军,星空间2号·好好有戏剧场
2024-01-06 19:30,上海,灯塔,赵洪博 王逸飞 遇泓羊,星空间9号·鲸剧场
2024-01-06 19:30,上海,阿尔托，梵高,邵立君 夏阳 何铭海,星空间17号·NFP小剧场
2024-01-06 19:30,上海,嘿！亚利桑那,吴杭律 王桓 施哲明 王玙璠 郭俊宇 孙金瀚 智博闻,嘿！亚利桑那
2024-01-06 19:30,上海,蝶变,钱安琪 邓贤凌 刘洪书,星空间8号·一台好戏方寸剧场
2024-01-06 19:30,上海,周生如故,张泽 徐瑶 毛二 李奇 车鸣笛 张艺 毛珏懿 李浩楠,上剧场
2024-01-06 19:30,上海,双重危机,范金锴 李存贤,星空间19号
2024-01-06 19:30,上海,梦微之,许昌泰 卢翰林,星空间33号 鲸·剧场
2024-01-06 19:30,上海,时光代理人,曹牧之 杜光祎 左一平 郭珍艳 周波,时光剧场
2024-01-06 19:30,上海,#0528,江泽辰 左溢 王颢珏,星空间28号·好好有戏小剧场
2024-01-06 19:30,上海,当你心动时,刘朱烨 施博威 陈旭,星空间12号·耶比剧场
2024-01-06 19:30,上海,AI,翟松 覃一凡,长宁来福士The Bell 钟楼演艺新空间
2024-01-06 19:30,上海,致爱,王洁璐 白倬铭,亚洲大厦·星空间黑匣子
2024-01-06 19:30,北京,我的魔法药水,肖颖婕 孙一城 陆艺火 郭禹良,时间剧场TIME THEATRE
2024-01-06 19:30,北京,艺术区,,小柯剧场
2024-01-06 19:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-06 19:30,北京,致命旋律,王帅 武阳坤 李乐尧 曹小欠儿,开心麻花磁剧场
2024-01-06 19:30,北京,婚礼歌手,李卓远 艾霖 李子健 李想 吕思含 刘治威 刘思纤 乌尼思 赵梓岑,朝阳剧场
2024-01-06 19:30,成都,阿波罗尼亚,唐浩瑜 王常凯 杜牧,西部文化产业中心·一台好戏小剧场
2024-01-06 19:30,成都,双面奇才,杨博皓 袁也 陈画风 关雅亮 肖杨 张飞扬 查宗伯 冯韵颖,四川歌舞大剧院
2024-01-06 19:30,广州,阿波罗尼亚,王博睿 曾鑫 李坤嘉,阿波罗尼亚·广州馆
2024-01-06 19:30,武汉,灯塔,黄磊 周靖杰 刘秫呈,武汉剧院武演新空间
2024-01-06 19:30,武汉,小说,文振宇 曾阵 张鑫澳,武演新空间（梦时代馆）
2024-01-06 19:30,武汉,拜风,洪培文 汤俊军 秦宇星,武汉歌舞剧院520空间
2024-01-06 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-01-06 19:30,杭州,道林格雷的画像,叶麒圣 刘岩 胡超政 刘浩冉 苗梦初,杭州大剧院(歌剧院)
2024-01-06 20:00,上海,LIZZIE丽兹,丁辰西 丁臻滢 刘烨 王艺鸥,星空间11号·MOriginal Box
2024-01-07 14:00,上海,玻璃猫鱼和科里奥利效应,张超 蔡璐 黄炜帆 雷美玲 尤宣程 杨佳鹏 朱艺晴 黄偲 李志杰 孔奕懿 黄屿琦,上音歌剧院歌剧厅
2024-01-07 14:00,上海,LIZZIE丽兹,丁辰西 申霓 湛嘉丽 王洁璐,星空间11号·MOriginal Box
2024-01-07 14:00,上海,周生如故,徐昊 徐瑶 毛二 李奇 车鸣笛 张艺 钱安琪 李浩楠,上剧场
2024-01-07 14:00,上海,彗星来电,刘烨 李存贤 施博威,星空间3号·MOriginal Box
2024-01-07 14:00,上海,疯子与赞美诗,许放星 张琛,星空间111号·墨剧场
2024-01-07 14:00,成都,熊猫,,熊猫剧院
2024-01-07 14:00,西安,丝路之声,宋凯文 田恬 江柏成 孙晶俐 张书豪 吴凯泽 孙紫薇 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-01-07 14:30,上海,小说,王培杰 冒海飞 桑可舟,人民大舞台
2024-01-07 14:30,上海,嗜血博士,朱微之 钱蒙楠 贾景伊,星空间1023号·涵金小剧场
2024-01-07 14:30,上海,小说,刘牧 吴俊鹏 徐步超,星空间115号·缪时客小剧场
2024-01-07 14:30,上海,FLAMES火焰,卓群 何铭海 汤佳明,星空间4号·缪时客小剧场
2024-01-07 14:30,上海,辛吉路的画材店,李珏 董豫辰 王颢珏,星空间2号·好好有戏剧场
2024-01-07 14:30,上海,灯塔,郭洧江 尹智博 张鼎棋,星空间9号·鲸剧场
2024-01-07 14:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 王逸飞 于梦滢 郭俊宇 孙金瀚 高尔金宝音,嘿！亚利桑那
2024-01-07 14:30,上海,蝶变,胥子含 张沁丹 刘泽星,星空间8号·一台好戏方寸剧场
2024-01-07 14:30,上海,双重危机,祝颂皓 张博俊,星空间19号
2024-01-07 14:30,上海,少年歌行·梵音谣,王桓 周宇杰 缪卓凡 李春胤,星空间81号·白剧场
2024-01-07 14:30,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
2024-01-07 14:30,上海,时光代理人,蔡淇 王敏辉 邓贤凌 朱佳艳 张嘉豪,时光剧场
2024-01-07 14:30,上海,#0528,王禹桐 于滨嘉 徐杭,星空间28号·好好有戏小剧场
2024-01-07 14:30,上海,当你心动时,刘朱烨 朱亚洲 陈旭,星空间12号·耶比剧场
2024-01-07 14:30,上海,AI,汤邵文 强东玥,长宁来福士The Bell 钟楼演艺新空间
2024-01-07 14:30,上海,致爱,严小北 赵嘉豪,亚洲大厦·星空间黑匣子
2024-01-07 14:30,上海,两个人的谋杀,陈泽杨 蔡鼎延,开心麻花U剧场
2024-01-07 14:30,北京,威尼斯商人,潘蕾蕾 李嘉骏 郭禹良 李子健,时间剧场TIME THEATRE
2024-01-07 14:30,北京,空中花园谋杀案,张弌铖 刘爽 张功长 罗欢 李智浩 张亚茜 陈育新 吕京 郭炳琨 田雨,蜂巢剧场
2024-01-07 14:30,北京,致命旋律,王帅 武阳坤 李乐尧 刘晓燕,开心麻花磁剧场
2024-01-07 14:30,北京,婚礼歌手,李卓远 鲁芳岐 帕赛 马凯漪 吕思含 董韦凯 文颖倩 崔欣仪 乌尼思,朝阳剧场
2024-01-07 15:00,武汉,灯塔,文振宇 周靖杰 刘秫呈,武汉剧院武演新空间
2024-01-07 16:00,北京,艺术区,,小柯剧场
2024-01-07 16:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-01-07 17:00,上海,LIZZIE丽兹,张会芳 丁臻滢 湛嘉丽 王艺鸥,星空间11号·MOriginal Box
2024-01-07 17:00,上海,彗星来电,杜鑫艳 鞠红川 周默涵,星空间3号·MOriginal Box
2024-01-07 17:00,上海,疯子与赞美诗,张铎 周一男,星空间111号·墨剧场
2024-01-07 19:30,上海,城堡,郭嘉轩 钟舜傲 冯远 李磊,上海共舞台
2024-01-07 19:30,上海,小说,王瀚宇 马海生 纪晓坤,人民大舞台
2024-01-07 19:30,上海,桑塔露琪亚,赵霄汉 姜崃 吴以瀚,星空间6号·一台好戏小剧场
2024-01-07 19:30,上海,阿波罗尼亚,徐佳文 宋周鑫 牛博为,星空间1号·一台好戏小剧场
2024-01-07 19:30,上海,小说,朱亚洲 万钰彬 田野,星空间115号·缪时客小剧场
2024-01-07 19:30,上海,辛吉路的画材店,赵钱龙 左溢 顾易,星空间2号·好好有戏剧场
2024-01-07 19:30,上海,灯塔,邵立君 孙博 张鼎棋,星空间9号·鲸剧场
2024-01-07 19:30,上海,蝶变,赵嘉艳 张沁丹 刘泽星,星空间8号·一台好戏方寸剧场
2024-01-07 19:30,上海,双重危机,范金锴 潘龙,星空间19号
2024-01-07 19:30,上海,时光代理人,丁星辰 杜光祎 钱安琪 邹子月 张嘉豪,时光剧场
2024-01-07 19:30,上海,#0528,夏阳 吴志军 刘瀚聪,星空间28号·好好有戏小剧场
2024-01-07 19:30,上海,AI,舒杨 覃一凡,长宁来福士The Bell 钟楼演艺新空间
2024-01-07 19:30,上海,致爱,邓贤凌 傅祥安,亚洲大厦·星空间黑匣子
2024-01-07 19:30,北京,致命旋律,朱家鹏 李卓远 李乐尧 刘晓燕,开心麻花磁剧场
2024-01-07 19:30,北京,婚礼歌手,王帅 鲁芳岐 帕赛 李想 吕思含 刘治威 刘思纤 乌尼思 赵梓岑,朝阳剧场
2024-01-07 19:30,成都,阿波罗尼亚,唐浩瑜 赵嘉恒 邓欣锐,西部文化产业中心·一台好戏小剧场
2024-01-07 19:30,成都,双面奇才,杨博皓 袁也 陈画风 于畅 肖杨 张飞扬 查宗伯 冯韵颖,四川歌舞大剧院
2024-01-07 19:30,广州,阿波罗尼亚,王博睿 曾鑫 李坤嘉,阿波罗尼亚·广州馆
2024-01-07 19:30,武汉,小说,唐飞 刘子赫 罗明晖,武演新空间（梦时代馆）
2024-01-07 19:30,武汉,拜风,洪培文 汤俊军 彭雨纯,武汉歌舞剧院520空间
2024-01-08 19:30,上海,阿尔托，梵高,白一博 宋元明 张琦铭,星空间17号·NFP小剧场
2024-01-08 19:30,上海,时光代理人,白倬铭 吴以瀚 钱安琪 朱佳艳 张嘉豪,时光剧场
2024-01-08 19:30,上海,AI,汤邵文 卓群,长宁来福士The Bell 钟楼演艺新空间
2024-01-09 14:00,成都,熊猫,,熊猫剧院
2024-01-09 14:00,西安,丝路之声,梁广 田恬 刘靖 孙晶俐 张书豪 吴凯泽 孙紫薇 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-01-09 19:30,上海,嗜血博士,顾易 何铭海 葛洧吟,星空间1023号·涵金小剧场
2024-01-09 19:30,上海,桑塔露琪亚,赵霄汉 邵奕磊 吴以瀚,星空间6号·一台好戏小剧场
2024-01-09 19:30,上海,阿波罗尼亚,徐佳文 宋周鑫 李存贤,星空间1号·一台好戏小剧场
2024-01-09 19:30,上海,梦微之,余镇鳌 李磊,星空间33号 鲸·剧场
2024-01-09 19:30,上海,AI,翟松 孙彩纶,长宁来福士The Bell 钟楼演艺新空间
2024-01-09 19:30,上海,致爱,周文嘉 陆宇鹏,亚洲大厦·星空间黑匣子
