时间,城市,音乐剧,卡司,剧院
2024-02-18 19:30,上海,致爱,王洁璐 白倬铭,亚洲大厦·星空间黑匣子
2024-02-18 19:30,上海,疯子与赞美诗,傅祥安 钟子崴,星空间111号·墨剧场
2024-02-18 19:30,上海,游戏规则,邵斌 陈书羽 薛家凡 亓振源,星空间138号小宇宙剧场
2024-02-19 19:30,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
2024-02-20 14:00,成都,熊猫,,熊猫剧院
2024-02-20 14:00,西安,丝路之声,谭建业 田恬 刘靖 孙晶俐 张书豪 尉梦飞 孙紫薇 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-02-20 19:30,上海,嗜血博士,顾易 徐佳文 蔡馨怡,星空间1023号·涵金小剧场
2024-02-20 19:30,上海,I LOVE YOU…,高雨晨 钱安琪 张玮伦 韩霜,上海话剧艺术中心戏剧沙龙
2024-02-20 19:30,上海,梦微之,沈育奇 卢翰林,星空间33号 鲸·剧场
2024-02-20 19:30,上海,时光代理人,白倬铭 王敏辉 吴杭律 郭珍艳 周波,时光剧场
2024-02-20 19:30,上海,游戏规则,邵斌 陈书羽 薛家凡 亓振源,星空间138号小宇宙剧场
2024-02-20 19:30,广州,阿波罗尼亚,杨宇威 李政绪 李坤嘉,阿波罗尼亚·广州馆
2024-02-21 14:00,成都,熊猫,,熊猫剧院
2024-02-21 14:00,西安,丝路之声,梁广 刘玥岑 刘靖 孙晶俐 谭建业 张书豪 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-02-21 19:30,上海,辛吉路的画材店,曹屿辰 董豫辰 顾易,星空间2号·好好有戏剧场
2024-02-21 19:30,上海,翻国王棋,邵玎 李秋盟 郭亢 车鸣笛 周一男 杜钇樵,星空间77号·鲸剧场
2024-02-21 19:30,上海,I LOVE YOU…,白倬铭 钱安琪 钱海睿 陈姝月,上海话剧艺术中心戏剧沙龙
2024-02-21 19:30,上海,时光代理人,蔡淇 王敏辉 邓贤凌 朱佳艳 李泽熙,时光剧场
2024-02-21 19:30,上海,致爱,严小北 吴以瀚,亚洲大厦·星空间黑匣子
2024-02-21 19:30,上海,彗星来电,丁辰西 钟嘉诚 夏阳,星空间3号·MOriginal Box
2024-02-21 19:30,上海,疯子与赞美诗,张铎 张琛,星空间111号·墨剧场
2024-02-21 19:30,上海,游戏规则,罗唯豪 胡星瑞 廖楷芸 张皓星,星空间138号小宇宙剧场
2024-02-21 19:30,广州,阿波罗尼亚,杨宇威 李政绪 李坤嘉,阿波罗尼亚·广州馆
2024-02-22 14:00,成都,熊猫,,熊猫剧院
2024-02-22 19:30,上海,嗜血博士,马灵奇 徐佳文 蔡馨怡,星空间1023号·涵金小剧场
2024-02-22 19:30,上海,翻国王棋,郭虹旭 李秋盟 宁梦恬 车鸣笛 周波 李佳音,星空间77号·鲸剧场
2024-02-22 19:30,上海,I LOVE YOU…,白倬铭 毛珏懿 徐奕然 张钟仪,上海话剧艺术中心戏剧沙龙
2024-02-22 19:30,上海,时光代理人,王逸飞 杜光祎 钱安琪 郭珍艳 智博闻,时光剧场
2024-02-22 19:30,上海,AI,翟松 卓群,长宁来福士The Bell 钟楼演艺新空间
2024-02-22 19:30,上海,彗星来电,丁辰西 王浩楠 曹屿辰,星空间3号·MOriginal Box
2024-02-22 19:30,上海,疯子与赞美诗,张铎 张琛,星空间111号·墨剧场
2024-02-22 19:30,上海,游戏规则,罗唯豪 胡星瑞 廖楷芸 张皓星,星空间138号小宇宙剧场
2024-02-22 19:30,广州,阿波罗尼亚,李苏霖 李政绪 李坤嘉,阿波罗尼亚·广州馆
2024-02-22 19:30,太原,火花,,太原青年宫演艺中心
2024-02-23 14:00,成都,熊猫,,熊猫剧院
2024-02-23 19:30,上海,猎罪图鉴,高杨 施哲明 徐瑶 覃子瑄 蒋倩如 刘乙萱 孙豆尔 刘钊 张艺 毛寅东 饶恒宇 潘珏辰 毛珏懿,人民大舞台
2024-02-23 19:30,上海,嗜血博士,王芯芯 蒋芸 刘晓,星空间1023号·涵金小剧场
2024-02-23 19:30,上海,桑塔露琪亚,牛博为 王天择 吴以瀚,星空间6号·一台好戏小剧场
2024-02-23 19:30,上海,阿波罗尼亚,徐佳文 宋周鑫 袁泽智,星空间1号·一台好戏小剧场
2024-02-23 19:30,上海,月亮与六便士,吴俊鹏 欧阳乔子 陈旭茂 黄可,星空间815号·缪时客小剧场
2024-02-23 19:30,上海,小说,许昌泰 万钰彬 汤邵文,星空间115号·缪时客小剧场
2024-02-23 19:30,上海,FLAMES火焰,卓群 钱蒙楠 施博威,星空间4号·缪时客小剧场
2024-02-23 19:30,上海,辛吉路的画材店,李珏 姜义哲 林大钦,星空间2号·好好有戏剧场
2024-02-23 19:30,上海,灯塔,郭洧江 王逸飞 脱骁尧,星空间9号·鲸剧场
2024-02-23 19:30,上海,翻国王棋,顾易 刘阳 刘官卫 于滨嘉 刘明明 杨琳,星空间77号·鲸剧场
2024-02-23 19:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 张艺 王玙璠 连江维 孙金瀚 智博闻,嘿！亚利桑那
2024-02-23 19:30,上海,杨戬,叶麒圣 余思冉 蔡淇 朱芾 李磊 胡芳洲 姜均 申帅 徐杭,YOUNG剧场主剧场
2024-02-23 19:30,上海,I LOVE YOU…,高雨晨 钱安琪 徐奕然 韩霜,上海话剧艺术中心戏剧沙龙
2024-02-23 19:30,上海,少年歌行·梵音谣,王桓 张力升 沈育奇 王天乐,星空间81号·白剧场
2024-02-23 19:30,上海,时光代理人,滕春鹏 杜光祎 吴杭律 于梦滢 周波,时光剧场
2024-02-23 19:30,上海,AI,张铎 覃一凡,长宁来福士The Bell 钟楼演艺新空间
2024-02-23 19:30,上海,疯子与赞美诗,傅祥安 朱家鹏,星空间111号·墨剧场
2024-02-23 19:30,上海,游戏规则,尤宣程 卜然 殷雨晴 叶宇锋,星空间138号小宇宙剧场
2024-02-23 19:30,北京,致命旋律,丁宇佳 武阳坤 陆艺火 王款儿,开心麻花磁剧场
2024-02-23 19:30,成都,阿波罗尼亚,王博睿 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2024-02-23 19:30,成都,灯塔,杨博皓 王世鑫 范杰,西部文化产业中心·鲸剧场
2024-02-23 19:30,广州,阿波罗尼亚,杨宇威 张毅凯 段霁洛,阿波罗尼亚·广州馆
2024-02-23 19:30,武汉,灯塔,文振宇 张鑫澳 王皓,武汉剧院武演新空间
2024-02-23 19:30,武汉,小说,韩佳旭 刘子赫 罗明晖,武演新空间（梦时代馆）
2024-02-23 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-02-23 19:30,南京,狄俄尼索斯,陈茜雅 姜呈洋 薛钦元 褚威,布洛幕小剧场
2024-02-23 19:30,太原,火花,,太原青年宫演艺中心
2024-02-23 20:00,上海,LIZZIE丽兹,丁辰西 张沁丹 冯远 宁梦恬,星空间11号·MOriginal Box
2024-02-23 20:00,上海,彗星来电,周文嘉 王浩楠 曹屿辰,星空间3号·MOriginal Box
2024-02-24 11:00,成都,熊猫,,熊猫剧院
2024-02-24 14:00,上海,猎罪图鉴,张泽 施哲明 徐瑶 覃子瑄 蒋倩如 刘乙萱 倪晔 徐奕然 张艺 毛寅东 饶恒宇 潘珏辰 毛珏懿,人民大舞台
2024-02-24 14:00,上海,翻国王棋,顾易 王逸飞 李佳音 车鸣笛 周一男 马小乔,星空间77号·鲸剧场
2024-02-24 14:00,上海,杨戬,叶麒圣 王梓庭 周默涵 朱芾 赵钱龙 吴志军 姜均 申帅 徐杭,YOUNG剧场主剧场
2024-02-24 14:00,上海,疯子与赞美诗,许放星 刘朱烨,星空间111号·墨剧场
2024-02-24 14:00,成都,熊猫,,熊猫剧院
2024-02-24 14:00,西安,丝路之声,朱亮 田恬 江柏成 孙晶俐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-02-24 14:30,上海,嗜血博士,相征 管重昊 贾景伊,星空间1023号·涵金小剧场
2024-02-24 14:30,上海,月亮与六便士,孙豆尔 沈恬 薛尚文 卓群,星空间815号·缪时客小剧场
2024-02-24 14:30,上海,小说,陈楷 吴俊鹏 徐步超,星空间115号·缪时客小剧场
2024-02-24 14:30,上海,辛吉路的画材店,曹屿辰 于滨嘉 刘瀚聪,星空间2号·好好有戏剧场
2024-02-24 14:30,上海,灯塔,元佳辰 尹智博 孙欣业,星空间9号·鲸剧场
2024-02-24 14:30,上海,嘿！亚利桑那,吴杭律 王桓 胡迪 王玙璠 郭俊宇 高瑞杰 智博闻,嘿！亚利桑那
2024-02-24 14:30,上海,梦微之,许昌泰 卢翰林,星空间33号 鲸·剧场
2024-02-24 14:30,上海,时光代理人,纪晓坤 郭虹旭 蔡璐 邹子月 宋元明,时光剧场
2024-02-24 14:30,上海,AI,汤邵文 黄可,长宁来福士The Bell 钟楼演艺新空间
2024-02-24 14:30,北京,威尼斯商人,潘蕾蕾 孙化卓 张智伟 云孟和,时间剧场TIME THEATRE
2024-02-24 14:30,北京,致命旋律,刘思杰 武阳坤 陆艺火 王款儿,开心麻花磁剧场
2024-02-24 14:30,南京,狄俄尼索斯,陈诺 田祥晔 陈晨 褚威,布洛幕小剧场
2024-02-24 15:00,武汉,小说,文振宇 陈梓煊 刘秫呈,武演新空间（梦时代馆）
2024-02-24 15:00,南京,火蔷薇,,花乐逗新街口店9馆
2024-02-24 17:00,上海,疯子与赞美诗,张铎 朱家鹏,星空间111号·墨剧场
2024-02-24 19:30,上海,猎罪图鉴,高杨 胡迪 丁臻滢 于佳鑫 王芯芯 湛嘉丽 倪晔 徐奕然 张雅琪 毛寅东 饶恒宇 徐茜 陈佳佳,人民大舞台
2024-02-24 19:30,上海,嗜血博士,白一博 徐步超 葛洧吟,星空间1023号·涵金小剧场
2024-02-24 19:30,上海,阿波罗尼亚,徐佳文 李政绪 袁泽智,星空间1号·一台好戏小剧场
2024-02-24 19:30,上海,小说,许昌泰 万钰彬 纪晓坤,星空间115号·缪时客小剧场
2024-02-24 19:30,上海,FLAMES火焰,钱安琪 钱蒙楠 夏阳,星空间4号·缪时客小剧场
2024-02-24 19:30,上海,辛吉路的画材店,李珏 左溢 王颢珏,星空间2号·好好有戏剧场
2024-02-24 19:30,上海,灯塔,郭洧江 蔡淇 翟松,星空间9号·鲸剧场
2024-02-24 19:30,上海,翻国王棋,郭虹旭 遇泓羊 郭亢 于滨嘉 宋元明 李佳音,星空间77号·鲸剧场
2024-02-24 19:30,上海,阿尔托，梵高,朱微之 曹珺 智博闻,星空间17号·NFP小剧场
2024-02-24 19:30,上海,嘿！亚利桑那,吴杭律 滕春鹏 张艺 周文嘉 郭俊宇 高瑞杰 陈旭茂,嘿！亚利桑那
2024-02-24 19:30,上海,杨戬,张智涵 王梓庭 邵玎 朱芾 李磊 吴志军 姜均 申帅 徐杭,YOUNG剧场主剧场
2024-02-24 19:30,上海,I LOVE YOU…,王天择 毛珏懿 钱海睿 张钟仪,上海话剧艺术中心戏剧沙龙
2024-02-24 19:30,上海,少年歌行·梵音谣,赵嘉豪 汤邵文 沈育奇 李春胤,星空间81号·白剧场
2024-02-24 19:30,上海,梦微之,余镇鳌 赵洪博,星空间33号 鲸·剧场
2024-02-24 19:30,上海,时光代理人,丁星辰 吴以瀚 邓贤凌 邹子月 周波,时光剧场
2024-02-24 19:30,上海,致爱,冯远 林大钦,亚洲大厦·星空间黑匣子
2024-02-24 19:30,上海,游戏规则,尤宣程 卜然 殷雨晴 叶宇锋,星空间138号小宇宙剧场
2024-02-24 19:30,北京,威尼斯商人,潘蕾蕾 孙化卓 张智伟 云孟和,时间剧场TIME THEATRE
2024-02-24 19:30,北京,致命旋律,于晓璘 武阳坤 李信 王款儿,开心麻花磁剧场
2024-02-24 19:30,成都,阿波罗尼亚,李苏霖 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2024-02-24 19:30,成都,灯塔,杨博皓 王世鑫 罗涣涣,西部文化产业中心·鲸剧场
2024-02-24 19:30,广州,阿波罗尼亚,施博威 曾鑫 段霁洛,阿波罗尼亚·广州馆
2024-02-24 19:30,武汉,灯塔,文振宇 陈梓煊 刘秫呈,武汉剧院武演新空间
2024-02-24 19:30,武汉,小说,韩佳旭 王博睿 张鑫澳,武演新空间（梦时代馆）
2024-02-24 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-02-24 19:30,南京,狄俄尼索斯,娄睿 姜呈洋 陈晨 林甫,布洛幕小剧场
2024-02-24 19:30,太原,婚礼歌手,李卓远 鲁芳岐 帕赛 李想 郭禹良 刘治威 文颖倩 乌尼思 赵梓岑,山西大剧院大剧场
2024-02-24 20:00,上海,LIZZIE丽兹,丁辰西 马小乔 陈姝月 王艺鸥,星空间11号·MOriginal Box
2024-02-25 11:00,成都,熊猫,,熊猫剧院
2024-02-25 14:00,上海,猎罪图鉴,高杨 胡迪 丁臻滢 于佳鑫 蒋倩如 刘乙萱 倪晔 徐奕然 张艺 毛寅东 饶恒宇 徐茜 陈佳佳,人民大舞台
2024-02-25 14:00,上海,杨戬,叶麒圣 王梓庭 蔡淇 朱芾 李磊 胡芳洲 姜均 申帅 徐杭,YOUNG剧场主剧场
2024-02-25 14:00,上海,I LOVE YOU…,高雨晨 钱安琪 张玮伦 陈姝月,上海话剧艺术中心戏剧沙龙
2024-02-25 14:00,上海,疯子与赞美诗,许放星 刘朱烨,星空间111号·墨剧场
2024-02-25 14:00,成都,熊猫,,熊猫剧院
2024-02-25 14:00,西安,丝路之声,朱亮 田恬 江柏成 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 王雨 张潇寒,丝路欢乐世界·琴音剧场
2024-02-25 14:30,上海,嗜血博士,缪卓凡 徐佳文 杨颖,星空间1023号·涵金小剧场
2024-02-25 14:30,上海,月亮与六便士,孙豆尔 沈恬 陈旭茂 邹子月,星空间815号·缪时客小剧场
2024-02-25 14:30,上海,辛吉路的画材店,赵钱龙 于滨嘉 顾易,星空间2号·好好有戏剧场
2024-02-25 14:30,上海,灯塔,元佳辰 孙博 遇泓羊,星空间9号·鲸剧场
2024-02-25 14:30,上海,阿尔托，梵高,钟嘉诚 林大钦 智博闻,星空间17号·NFP小剧场
2024-02-25 14:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 张艺 于梦滢 连江维 孙金瀚 高旭,嘿！亚利桑那
2024-02-25 14:30,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
2024-02-25 14:30,上海,时光代理人,纪晓坤 郭虹旭 蔡璐 郭珍艳 李泽熙,时光剧场
2024-02-25 14:30,上海,AI,翟松 毛唯嘉,长宁来福士The Bell 钟楼演艺新空间
2024-02-25 14:30,北京,威尼斯商人,潘蕾蕾 孙化卓 张智伟 云孟和,时间剧场TIME THEATRE
2024-02-25 14:30,北京,致命旋律,刘思杰 武阳坤 陆艺火 曹小欠儿,开心麻花磁剧场
2024-02-25 14:30,广州,阿波罗尼亚,施博威 曾鑫 段霁洛,阿波罗尼亚·广州馆
2024-02-25 14:30,南京,狄俄尼索斯,吴欣怡 田祥晔 薛钦元 林甫,布洛幕小剧场
2024-02-25 15:00,武汉,灯塔,文振宇 张鑫澳 汤俊军,武汉剧院武演新空间
2024-02-25 15:00,武汉,小说,韩佳旭 刘子赫 刘秫呈,武演新空间（梦时代馆）
2024-02-25 16:30,成都,灯塔,杨博皓 赵奕然 杜舟,西部文化产业中心·鲸剧场
2024-02-25 16:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-02-25 17:00,上海,疯子与赞美诗,许放星 张琛,星空间111号·墨剧场
2024-02-25 19:30,上海,猎罪图鉴,高杨 徐昊 张沁丹 于佳鑫 王芯芯 湛嘉丽 孙豆尔 刘钊 张雅琪 毛寅东 周波 徐茜 陈佳佳,人民大舞台
2024-02-25 19:30,上海,嗜血博士,杨皓晨 徐步超 潘珏辰,星空间1023号·涵金小剧场
2024-02-25 19:30,上海,桑塔露琪亚,牛博为 王浩楠 吴以瀚,星空间6号·一台好戏小剧场
2024-02-25 19:30,上海,灯塔,周一男 王逸飞 张鼎棋,星空间9号·鲸剧场
2024-02-25 19:30,上海,#0528,江泽辰 左溢 李珏,星空间28号·好好有戏小剧场
2024-02-25 19:30,上海,AI,张铎 孙彩纶,长宁来福士The Bell 钟楼演艺新空间
2024-02-25 19:30,上海,游戏规则,邵斌 陈书羽 薛家凡 亓振源,星空间138号小宇宙剧场
2024-02-25 19:30,北京,致命旋律,于晓璘 武阳坤 李信 曹小欠儿,开心麻花磁剧场
2024-02-25 19:30,成都,阿波罗尼亚,李苏霖 周靖杰 邓欣锐,西部文化产业中心·一台好戏小剧场
2024-02-25 19:30,武汉,小说,文振宇 王博睿 王皓,武演新空间（梦时代馆）
2024-02-25 19:30,南京,狄俄尼索斯,陈茜雅 姜呈洋 薛钦元 林甫,布洛幕小剧场
2024-02-25 19:30,太原,婚礼歌手,李卓远 鲁芳岐 帕赛 李想 郭禹良 刘治威 文颖倩 乌尼思 赵梓岑,山西大剧院大剧场
2024-02-25 20:00,上海,时光代理人,蔡淇 王敏辉 邓贤凌 朱佳艳 张嘉豪,时光剧场
2024-02-26 19:30,上海,时光代理人,蔡淇 王敏辉 邓贤凌 朱佳艳 张嘉豪,时光剧场
2024-02-27 19:30,上海,嗜血博士,赵钱龙 钱蒙楠 钱安琪,星空间1023号·涵金小剧场
2024-02-27 19:30,上海,阿波罗尼亚,徐佳文 李政绪 袁泽智,星空间1号·一台好戏小剧场
2024-02-27 19:30,上海,翻国王棋,邵玎 王逸飞 宁梦恬 孙欣业 孙博 马小乔,星空间77号·鲸剧场
2024-02-27 19:30,上海,游戏规则,邵斌 陈书羽 薛家凡 亓振源,星空间138号小宇宙剧场
2024-02-27 19:30,广州,阿波罗尼亚,李苏霖 张毅凯 杜牧,阿波罗尼亚·广州馆
2024-02-28 19:30,上海,桑塔露琪亚,赵霄汉 徐昊 朱亮,星空间6号·一台好戏小剧场
2024-02-28 19:30,上海,阿波罗尼亚,徐佳文 邵奕磊 袁泽智,星空间1号·一台好戏小剧场
2024-02-28 19:30,上海,辛吉路的画材店,徐杭 牛博为 吴志军,星空间2号·好好有戏剧场
2024-02-28 19:30,上海,翻国王棋,蛋蛋 遇泓羊 刘官卫 于滨嘉 刘明明 黎珂儿,星空间77号·鲸剧场
2024-02-28 19:30,上海,嘿！亚利桑那,马小乔 李磊 王逸飞 周文嘉 郭俊宇 唐超 高尔金宝音,嘿！亚利桑那
2024-02-28 19:30,上海,时光代理人,舒荣波 郭虹旭 钱安琪 郭珍艳 周波,时光剧场
2024-02-28 19:30,上海,#0528,江泽辰 林大钦 赵洪博,星空间28号·好好有戏小剧场
2024-02-28 19:30,上海,彗星来电,丁辰西 陆宇鹏 曹屿辰,星空间3号·MOriginal Box
2024-02-28 19:30,上海,游戏规则,罗唯豪 胡星瑞 廖楷芸 张皓星,星空间138号小宇宙剧场
2024-02-28 19:30,广州,阿波罗尼亚,李苏霖 张毅凯 杜牧,阿波罗尼亚·广州馆
2024-02-29 19:30,上海,LIZZIE丽兹,张会芳 杜鑫艳 邓贤凌 蔡忻如,上海共舞台
2024-02-29 19:30,上海,猎罪图鉴,高杨 王瀚宇 张沁丹 覃子瑄 陈旭 湛嘉丽 倪晔 徐奕然 张艺 毛寅东 饶恒宇 潘珏辰 陈佳佳,人民大舞台
2024-02-29 19:30,上海,嗜血博士,相征 徐佳文 蔡馨怡,星空间1023号·涵金小剧场
2024-02-29 19:30,上海,桑塔露琪亚,牛博为 徐昊 朱亮,星空间6号·一台好戏小剧场
2024-02-29 19:30,上海,灯塔,赵洪博 蔡淇 遇泓羊,星空间9号·鲸剧场
2024-02-29 19:30,上海,翻国王棋,邵玎 张琦铭 申霓 唐超 宋元明 黎珂儿,星空间77号·鲸剧场
2024-02-29 19:30,上海,梦微之,余镇鳌 叶宇锋,星空间33号 鲸·剧场
2024-02-29 19:30,上海,时光代理人,纪晓坤 郭虹旭 蔡璐 沈恬 智博闻,时光剧场
2024-02-29 19:30,上海,彗星来电,周文嘉 钟嘉诚 夏阳,星空间3号·MOriginal Box
2024-02-29 19:30,上海,疯子与赞美诗,张铎 张琛,星空间111号·墨剧场
2024-02-29 19:30,上海,游戏规则,罗唯豪 胡星瑞 廖楷芸 张皓星,星空间138号小宇宙剧场
2024-02-29 19:30,成都,阿波罗尼亚,王博睿 李政绪 杜牧,西部文化产业中心·一台好戏小剧场
2024-02-29 19:30,南京,狄俄尼索斯,陈诺 姜呈洋 王瑞 褚威,布洛幕小剧场
2024-03-01 19:30,上海,LIZZIE丽兹,刘乙萱 丁臻滢 刘烨 宁梦恬,上海共舞台
2024-03-01 19:30,上海,猎罪图鉴,毛二 徐昊 徐瑶 莫海婧 王芯芯 湛嘉丽 倪晔 刘钊 张雅琪 桑可舟 周波 潘珏辰 陈佳佳,人民大舞台
2024-03-01 19:30,上海,嗜血博士,朱微之 徐步超 洪果,星空间1023号·涵金小剧场
2024-03-01 19:30,上海,阿波罗尼亚,施博威 宋周鑫 赵霄汉,星空间1号·一台好戏小剧场
2024-03-01 19:30,上海,月亮与六便士,黄浦申 黎宛曈 陈旭茂 卓群,星空间815号·缪时客小剧场
2024-03-01 19:30,上海,小说,饶恒宇 孙豆尔 田野,星空间115号·缪时客小剧场
2024-03-01 19:30,上海,FLAMES火焰,蔡馨怡 钱蒙楠 邵立君,星空间4号·缪时客小剧场
2024-03-01 19:30,上海,辛吉路的画材店,李珏 左溢 顾易,星空间2号·好好有戏剧场
2024-03-01 19:30,上海,翻国王棋,蛋蛋 遇泓羊 申霓 于滨嘉 孙博 杜钇樵,星空间77号·鲸剧场
2024-03-01 19:30,上海,阿尔托，梵高,钟嘉诚 曹珺 张鼎棋,星空间17号·NFP小剧场
2024-03-01 19:30,上海,杨戬,叶麒圣 张诗漫 蔡淇 孔雁 李磊 吴志军 姜均 申帅 霍泽安,YOUNG剧场主剧场
2024-03-01 19:30,上海,梦微之,沈育奇 叶宇锋,星空间33号 鲸·剧场
2024-03-01 19:30,上海,时光代理人,舒荣波 吴以瀚 钱安琪 邹子月 宋元明,时光剧场
2024-03-01 19:30,上海,#0528,温升宝 刘政 刘瀚聪,星空间28号·好好有戏小剧场
2024-03-01 19:30,上海,致爱,严小北 陆宇鹏,亚洲大厦·星空间黑匣子
2024-03-01 19:30,上海,疯子与赞美诗,傅祥安 张琛,星空间111号·墨剧场
2024-03-01 19:30,北京,致命旋律,孙葛川野 武阳坤 郝晓辉 刘晓燕,开心麻花磁剧场
2024-03-01 19:30,成都,阿波罗尼亚,郑金铠 李政绪 杜牧,西部文化产业中心·一台好戏小剧场
2024-03-01 19:30,成都,灯塔,韩佳旭 周靖杰 范杰,西部文化产业中心·鲸剧场
2024-03-01 19:30,成都,致命旋律,王博睿 王世鑫 杜舟 项倩,成都开心麻花9剧场
2024-03-01 19:30,广州,阿波罗尼亚,郭洧江 脱骁尧 杜航,阿波罗尼亚·广州馆
2024-03-01 19:30,武汉,灯塔,刘君豪 刘子赫 罗明晖,武汉剧院武演新空间
2024-03-01 19:30,武汉,小说,文振宇 曾鑫 张鑫澳,武演新空间（梦时代馆）
2024-03-01 19:30,南京,火蔷薇,,花乐逗新街口店9馆
2024-03-01 19:30,南京,狄俄尼索斯,王竞琦 田祥晔 王瑞 陈津伟,布洛幕小剧场
2024-03-01 20:00,上海,彗星来电,杜鑫艳 李存贤 陈楷,星空间3号·MOriginal Box
2024-03-01 20:00,深圳,会社人间,,万象天地剧场
2024-03-01 20:00,深圳,浮生六记,余笛 赵嘉艳 左一平 唐雨菲 孙澜月 钟嘉媚 覃一凡,南山文体中心剧院大剧院
2024-03-02 14:00,上海,猎罪图鉴,高杨 王瀚宇 徐瑶 莫海婧 陈旭 湛嘉丽 倪晔 徐奕然 张雅琪 桑可舟 饶恒宇 徐茜 毛珏懿,人民大舞台
2024-03-02 14:00,上海,杨戬,张智涵 余思冉 蔡淇 朱芾 徐杭 胡芳洲 赵钱龙 申帅 霍泽安,YOUNG剧场主剧场
2024-03-02 14:00,西安,丝路之声,梁广 刘玥岑 刘靖 孙晶俐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-03-02 14:30,上海,LIZZIE丽兹,刘乙萱 丁臻滢 邓贤凌 党韫葳,上海共舞台
2024-03-02 14:30,上海,嗜血博士,顾易 田野 葛洧吟,星空间1023号·涵金小剧场
2024-03-02 14:30,上海,月亮与六便士,孙豆尔 沈恬 薛尚文 卓群,星空间815号·缪时客小剧场
2024-03-02 14:30,上海,小说,陈楷 舒杨 汤邵文,星空间115号·缪时客小剧场
2024-03-02 14:30,上海,FLAMES火焰,钱安琪 钱蒙楠 相征,星空间4号·缪时客小剧场
2024-03-02 14:30,上海,灯塔,周一男 尹智博 张鼎棋,星空间9号·鲸剧场
2024-03-02 14:30,上海,时光代理人,滕春鹏 杜光祎 吴杭律 于梦滢 李泽熙,时光剧场
2024-03-02 14:30,上海,#0528,姜义哲 徐步超 王颢珏,星空间28号·好好有戏小剧场
2024-03-02 14:30,上海,当你心动时,徐佳文 万钰彬 黄可,星空间12号·耶比剧场
2024-03-02 14:30,上海,疯子与赞美诗,许放星 钟子崴,星空间111号·墨剧场
2024-03-02 14:30,北京,致命旋律,刘朱烨 李卓远 郝晓辉 孙璞欣,开心麻花磁剧场
2024-03-02 14:30,南京,狄俄尼索斯,王竞琦 姜呈洋 陈晨 林甫,布洛幕小剧场
2024-03-02 15:00,武汉,灯塔,宋凯文 张鑫澳 王皓,武汉剧院武演新空间
2024-03-02 15:00,武汉,小说,文振宇 陈梓煊 刘秫呈,武演新空间（梦时代馆）
2024-03-02 15:00,深圳,会社人间,,万象天地剧场
2024-03-02 15:00,南京,火蔷薇,,花乐逗新街口店9馆
2024-03-02 17:00,上海,彗星来电,刘烨 陆宇鹏 曹屿辰,星空间3号·MOriginal Box
2024-03-02 19:30,上海,LIZZIE丽兹,张会芳 赵雨卉 周文嘉 蔡忻如,上海共舞台
2024-03-02 19:30,上海,猎罪图鉴,张泽 胡迪 徐瑶 覃子瑄 蒋倩如 刘乙萱 孙豆尔 刘钊 张雅琪 毛寅东 饶恒宇 徐茜 毛珏懿,人民大舞台
2024-03-02 19:30,上海,桑塔露琪亚,赵霄汉 邵奕磊 陈志,星空间6号·一台好戏小剧场
2024-03-02 19:30,上海,阿波罗尼亚,朱亮 李秋盟 曹牧之,星空间1号·一台好戏小剧场
2024-03-02 19:30,上海,小说,徐佳文 吴俊鹏 杜航,星空间115号·缪时客小剧场
2024-03-02 19:30,上海,FLAMES火焰,谢一溦 钱蒙楠 汤佳明,星空间4号·缪时客小剧场
2024-03-02 19:30,上海,辛吉路的画材店,温升宝 尹智博 吴志军,星空间2号·好好有戏剧场
2024-03-02 19:30,上海,灯塔,邵立君 孙博 张鼎棋,星空间9号·鲸剧场
2024-03-02 19:30,上海,翻国王棋,蛋蛋 张琦铭 刘官卫 孙欣业 刘明明 马小乔,星空间77号·鲸剧场
2024-03-02 19:30,上海,杨戬,徐泽辉 余思冉 邵玎 朱芾 徐杭 胡芳洲 赵钱龙 申帅 霍泽安,YOUNG剧场主剧场
2024-03-02 19:30,上海,梦微之,余镇鳌 赵洪博,星空间33号 鲸·剧场
2024-03-02 19:30,上海,时光代理人,舒荣波 郭虹旭 钱安琪 沈恬 许放星,时光剧场
2024-03-02 19:30,上海,#0528,夏阳 于滨嘉 刘瀚聪,星空间28号·好好有戏小剧场
2024-03-02 19:30,上海,当你心动时,马灵奇 施博威 葛洧吟,星空间12号·耶比剧场
2024-03-02 19:30,上海,致爱,杜鑫艳 孙礼杰,亚洲大厦·星空间黑匣子
